codigo,nombre,capitulo,escala,frecuencia
F035.PIB.FLU.R.CLP.2013.02.04.Z.02.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.02.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.02.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.02.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.02.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.02.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.02.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.02.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.02.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.02.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.02.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.03.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.03.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.03.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.03.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.03.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.03.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.03.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.03.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.03.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.03.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.03.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.03.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.04.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.04.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.04.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.04.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.04.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.04.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.04.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.04.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.04.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.04.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.04.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.04.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.05.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.05.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.05.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.05.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.05.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.05.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.05.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.05.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.05.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.05.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.05.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.05.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.13.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.13.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.13.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.13.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.13.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.13.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.13.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.13.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.13.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.13.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.13.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.13.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.06.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.06.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.06.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.06.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.06.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.06.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.06.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.06.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.06.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.06.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.06.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.06.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.07.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.07.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.07.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.07.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.07.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.07.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.07.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.07.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.07.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.07.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.07.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.07.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.08.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.08.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.08.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.08.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.08.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.08.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.08.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.08.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.08.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.08.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.08.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.08.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.09.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.09.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.09.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.09.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.09.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.09.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.09.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.09.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.09.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.09.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.09.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.09.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.14.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.14.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.14.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.14.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.14.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.14.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.14.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.14.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.14.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.14.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.14.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.14.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.10.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.10.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.10.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.10.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.10.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.10.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.10.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.10.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.10.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.10.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.10.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.10.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.11.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.11.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.11.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.11.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.11.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.11.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.11.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.11.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.11.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.11.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.11.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.11.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.01.Z.Z.12.0.A,Agropecuario-silvícola,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.02.04.Z.12.0.A,Pesca,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.03.Z.Z.12.0.A,Minería,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.04.Z.Z.12.0.A,Industria manufacturera,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.05.Z.Z.12.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.06.Z.Z.12.0.A,Construcción,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.07.Z.Z.12.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.08.Z.Z.12.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.09.21.Z.12.0.A,Servicios financieros y empresariales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.10.Z.Z.12.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.11.Z.Z.12.0.A,Servicios personales,Cuentas Nacionales,sectorial-regional,A
F035.PIB.FLU.R.CLP.2013.12.Z.Z.12.0.A,Administración pública,Cuentas Nacionales,sectorial-regional,A
F033.FASP.FLU.N.CLP.2013.0.A,"Agropecuario, silvícola y pesca",Cuentas Nacionales,nacional,A
F033.FKAV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKAC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKAN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKAA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKAS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FKAM.FLU.N.CLP.2013.0.A,Minería,Cuentas Nacionales,nacional,A
F033.FKMV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKMC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKMN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKMA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKMS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FKIM.FLU.N.CLP.2013.0.A,Industria manufacturera,Cuentas Nacionales,nacional,A
F033.FKNV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKNC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKNN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKNA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKNS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FEGA.FLU.N.CLP.2013.0.A,"Suministro de electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,nacional,A
F033.FKGV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKGC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKGN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKGA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKGS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FKCO.FLU.N.CLP.2013.0.A,Construcción,Cuentas Nacionales,nacional,A
F033.FKKV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKCC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKCN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKCA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKCS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FCRH.FLU.N.CLP.2013.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,nacional,A
F033.FKHV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKBC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKBN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKBA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKBS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FTYC.FLU.N.CLP.2013.0.A,"Transporte, información y comunicaciones",Cuentas Nacionales,nacional,A
F033.FKTV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKTC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKTN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKTA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKTS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FFYE.FLU.N.CLP.2013.0.A,Servicios financieros,Cuentas Nacionales,nacional,A
F033.FKSV1.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKFC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKFN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKFA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKFS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FKSV.FLU.N.CLP.2013.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,nacional,A
F033.FKVV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKVC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKVN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKVA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKVS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FKFT.FLU.N.CLP.2013.0.A,Servicios empresariales,Cuentas Nacionales,nacional,A
F033.FKF5.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKF3.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKF2.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKF1.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKF4.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FKSP.FLU.N.CLP.2013.0.A,Servicios personales,Cuentas Nacionales,nacional,A
F033.FKSRV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKPC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
F033.FKPN.FLU.N.CLP.2013.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.FKPA.FLU.N.CLP.2013.0.A,Recursos biológicos cultivados,Cuentas Nacionales,nacional,A
F033.FKPS.FLU.N.CLP.2013.0.A,Productos de propiedad intelectual,Cuentas Nacionales,nacional,A
F033.FKAP.FLU.N.CLP.2013.0.A,Administración pública,Cuentas Nacionales,nacional,A
F033.FKAPV.FLU.N.CLP.2013.0.A,Vivienda,Cuentas Nacionales,nacional,A
F033.FKZC.FLU.N.CLP.2013.0.A,Edificación no residencial y obras de ingeniería,Cuentas Nacionales,nacional,A
