codigo,nombre,capitulo,escala,frecuencia
F032.PIB.V12.R.Z.2018.02.04.0.A,Pesca,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.03.Z.0.A,Minería,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.03.05.0.A,Minería del cobre,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.03.06.0.A,Otras actividades mineras,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.04.Z.0.A,Industria manufacturera,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.04.28.0.A,Alimentos,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.04.29.0.A,Bebidas y tabaco,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.04.08.0.A,"Textil, prendas de vestir, cuero y calzado",Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.04.09.0.A,Maderas y muebles,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.04.10.0.A,"Celulosa, papel e imprentas",Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.EP18.04.11.0.A,"Química, petróleo, caucho y plástico",Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.04.12.0.A,Minerales no metálicos y metálica básica,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.04.14.0.A,"Productos metálicos, maquinaria, equipos y otros",Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.05.Z.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.06.Z.0.A,Construcción,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.07.32.0.A,Comercio,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.07.33.0.A,Restaurantes y hoteles,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.08.19.0.A,Transporte,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.08.20.0.A,Comunicaciones y servicios de información,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.09.34.0.A,Servicios financieros,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.09.35.0.A,Servicios empresariales,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.10.Z.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.11.Z.0.A,Servicios personales,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.12.Z.0.A,Administración pública,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.1415.Z.0.A,Impuestos sobre los productos,Cuentas Nacionales,nacional,A
F032.PIB.V12.R.Z.2018.Z.Z.0.A,PIB,Cuentas Nacionales,nacional,A
F032.PIB.FLU.R.CLP.EP18.01.Z.3.T,Agropecuario-silvícola,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.02.04.3.T,Pesca,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.03.Z.3.T,Minería,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.03.05.3.T,Minería del cobre,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.03.06.3.T,Otras actividades mineras,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.04.Z.3.T,Industria manufacturera,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.04.07.3.T,"Alimentos, bebidas y tabaco",Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.2018.04.28.3.T,Alimentos,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.2018.04.29.3.T,Bebidas y tabaco,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.04.08.3.T,"Textil, prendas de vestir, cuero y calzado",Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.04.09.3.T,Maderas y muebles,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.04.10.3.T,"Celulosa, papel e imprentas",Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.04.11.3.T,"Química, petróleo, caucho y plástico",Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.04.12.3.T,Minerales no metálicos y metálica básica,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.04.14.3.T,"Productos metálicos, maquinaria, equipos y otros",Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.05.Z.3.T,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.06.Z.3.T,Construcción,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.07.Z.3.T,"Comercio, restaurantes y hoteles",Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.2018.07.32.3.T,Comercio,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.2018.07.33.3.T,Restaurantes y hoteles,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.08.19.3.T,Transporte,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.08.20.3.T,Comunicaciones y servicios de información,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.09.21.3.T,Servicios financieros y empresariales,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.2018.09.34.3.T,Servicios financieros,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.2018.09.35.3.T,Servicios empresariales,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.10.Z.3.T,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.11.Z.3.T,Servicios personales,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.12.Z.3.T,Administración pública,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.2018.16.Z.3.T,PIB a costo de factores,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.1415.Z.3.T,Impuestos sobre los productos,Cuentas Nacionales,nacional,T
F032.PIB.FLU.R.CLP.EP18.N03.Z.1.T,PIB no minero,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.01.Z.3.T,Agropecuario-silvícola,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.02.04.3.T,Pesca,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.03.Z.3.T,Minería,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.03.05.3.T,Minería del cobre,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.03.06.3.T,Otras actividades mineras,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.04.Z.3.T,Industria manufacturera,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.04.28.3.T,Alimentos,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.04.29.3.T,Bebidas y tabaco,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.04.08.3.T,"Textil, prendas de vestir, cuero y calzado",Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.04.09.3.T,Maderas y muebles,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.04.10.3.T,"Celulosa, papel e imprentas",Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.EP18.04.11.3.T,"Química, petróleo, caucho y plástico",Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.04.12.3.T,Minerales no metálicos y metálica básica,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.04.14.3.T,"Productos metálicos, maquinaria, equipos y otros",Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.05.Z.3.T,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.06.Z.3.T,Construcción,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.07.32.3.T,Comercio,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.07.33.3.T,Restaurantes y hoteles,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.08.19.3.T,Transporte,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.08.20.3.T,Comunicaciones y servicios de información,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.09.34.3.T,Servicios financieros,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.09.35.3.T,Servicios empresariales,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.10.Z.3.T,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.11.Z.3.T,Servicios personales,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.12.Z.3.T,Administración pública,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.1415.Z.3.T,Impuestos sobre los productos,Cuentas Nacionales,nacional,T
F032.PIB.V12.R.Z.2018.Z.Z.3.T,PIB,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.01.Z.3.T,Agropecuario-silvícola,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.02.04.3.T,Pesca,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.03.Z.3.T,Minería,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.03.05.3.T,Minería del cobre,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.03.06.3.T,Otras actividades mineras,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.04.Z.3.T,Industria manufacturera,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.04.28.3.T,Alimentos,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.04.29.3.T,Bebidas y tabaco,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.04.08.3.T,"Textil, prendas de vestir, cuero y calzado",Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.04.09.3.T,Maderas y muebles,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.04.10.3.T,"Celulosa, papel e imprentas",Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.EP18.04.11.3.T,"Química, petróleo, caucho y plástico",Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.04.12.3.T,Minerales no metálicos y metálica básica,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.04.14.3.T,"Productos metálicos, maquinaria, equipos y otros",Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.05.Z.3.T,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.06.Z.3.T,Construcción,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.07.32.3.T,Comercio,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.07.33.3.T,Restaurantes y hoteles,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.08.19.3.T,Transporte,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.08.20.3.T,Comunicaciones y servicios de información,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.09.34.3.T,Servicios financieros,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.09.35.3.T,Servicios empresariales,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.10.Z.3.T,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.11.Z.3.T,Servicios personales,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.12.Z.3.T,Administración pública,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.1415.Z.3.T,Impuestos sobre los productos,Cuentas Nacionales,nacional,T
F032.PIB.VAR.R.Z.2018.Z.Z.3.T,PIB,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.01.Z.0.T,Agropecuario-silvícola,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.02.04.0.T,Pesca,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.03.Z.0.T,Minería,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.03.05.0.T,Minería del cobre,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.03.06.0.T,Otras actividades mineras,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.Z.0.T,Industria Manufacturera,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.07.0.T,"Alimentos, bebidas y tabaco",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.04.28.0.T,Alimentos,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.04.29.0.T,Bebidas y tabaco,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.08.0.T,"Textil, prendas de vestir, cuero y calzado",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.09.0.T,Maderas y muebles,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.10.0.T,"Celulosa, papel e imprentas",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.11.0.T,"Química, petróleo, caucho y plástico",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.12.0.T,Minerales no metálicos y metálica básica,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.14.0.T,"Productos metálicos, maquinaria, equipos y otros",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.05.Z.0.T,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.06.Z.0.T,Construcción,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.07.Z.0.T,"Comercio, restaurantes y hoteles",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.07.32.0.T,Comercio,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.07.33.0.T,Restaurantes y hoteles,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.08.19.0.T,Transporte,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.08.20.0.T,Comunicaciones y servicios de información,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.09.21.0.T,Servicios financieros y empresariales,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.09.34.0.T,Servicios financieros,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.09.35.0.T,Servicios empresariales,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.10.Z.0.T,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.11.Z.0.T,Servicios personales,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.12.Z.0.T,Administración pública,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.1415.Z.0.T,Impuestos sobre los productos,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.Z.Z.0.T,Deflactor del Producto Interno Bruto,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.01.Z.1.T,Agropecuario-silvícola,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.02.04.1.T,Pesca,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.03.Z.1.T,Minería,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.03.05.1.T,Minería del cobre,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.03.06.1.T,Otras actividades mineras,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.Z.1.T,Industria Manufacturera,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.07.1.T,"Alimentos, bebidas y tabaco",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.04.28.1.T,Alimentos,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.04.29.1.T,Bebidas y tabaco,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.08.1.T,"Textil, prendas de vestir, cuero y calzado",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.09.1.T,Maderas y muebles,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.10.1.T,"Celulosa, papel e imprentas",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.11.1.T,"Química, petróleo, caucho y plástico",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.12.1.T,Minerales no metálicos y metálica básica,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.04.14.1.T,"Productos metálicos, maquinaria, equipos y otros",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.05.Z.1.T,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.06.Z.1.T,Construcción,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.07.Z.1.T,"Comercio, restaurantes y hoteles",Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.07.32.1.T,Comercio,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.07.33.1.T,Restaurantes y hoteles,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.08.19.1.T,Transporte,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.08.20.1.T,Comunicaciones y servicios de información,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.09.21.1.T,Servicios financieros y empresariales,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.09.34.1.T,Servicios financieros,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.2018.09.35.1.T,Servicios empresariales,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.10.Z.1.T,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.11.Z.1.T,Servicios personales,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.12.Z.1.T,Administración pública,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.1415.Z.1.T,Impuestos sobre los productos,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.Z.Z.1.T,Deflactor del Producto Interno Bruto,Cuentas Nacionales,nacional,T
F032.PIB.DEF.N.CLP.EP18.01.Z.0.A,Agropecuario-silvícola,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.02.04.0.A,Pesca,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.03.Z.0.A,Minería,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.03.05.0.A,Minería del cobre,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.03.06.0.A,Otras actividades mineras,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.04.Z.0.A,Industria Manufacturera,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.04.07.0.A,"Alimentos, bebidas y tabaco",Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.2018.04.28.0.A,Alimentos,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.2018.04.29.0.A,Bebidas y tabaco,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.04.08.0.A,"Textil, prendas de vestir, cuero y calzado",Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.04.09.0.A,Maderas y muebles,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.04.10.0.A,"Celulosa, papel e imprentas",Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.04.11.0.A,"Química, petróleo, caucho y plástico",Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.04.12.0.A,Minerales no metálicos y metálica básica,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.04.14.0.A,"Productos metálicos, maquinaria, equipos y otros",Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.05.Z.0.A,"Electricidad, gas, agua y gestión de desechos",Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.06.Z.0.A,Construcción,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.07.Z.0.A,"Comercio, restaurantes y hoteles",Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.2018.07.32.0.A,Comercio,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.2018.07.33.0.A,Restaurantes y Hoteles,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.08.19.0.A,Transporte,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.08.20.0.A,Comunicaciones y servicios de información,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.09.21.0.A,Servicios financieros y empresariales,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.2018.09.34.0.A,Servicios Financieros,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.2018.09.35.0.A,Servicios empresariales,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.10.Z.0.A,Servicios de vivienda e inmobiliarios,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.11.Z.0.A,Servicios personales,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.12.Z.0.A,Administración pública,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.1415.Z.0.A,Impuestos sobre los productos,Cuentas Nacionales,nacional,A
F032.PIB.DEF.N.CLP.EP18.Z.Z.0.A,Deflactor Producto Interno Bruto,Cuentas Nacionales,nacional,A
F033.DDI.FLU.N.CLP.EP18.0.T,Demanda Interna,Cuentas Nacionales,nacional,T
F033.CTO.FLU.N.CLP.EP18.0.T,Consumo total,Cuentas Nacionales,nacional,T
F033.CPR.FLU.N.CLP.EP18.0.T,Consumo de hogares e IPSFL,Cuentas Nacionales,nacional,T
F033.CDU.FLU.N.CLP.EP18.0.T,Bienes durables,Cuentas Nacionales,nacional,T
F033.CND.FLU.N.CLP.EP18.0.T,Bienes no durables,Cuentas Nacionales,nacional,T
F033.CSE.FLU.N.CLP.EP18.0.T,Servicios,Cuentas Nacionales,nacional,T
F033.COG.FLU.N.CLP.EP18.0.T,Consumo Gobierno,Cuentas Nacionales,nacional,T
F033.FBK.FLU.N.CLP.EP18.0.T,Formación bruta de capital,Cuentas Nacionales,nacional,T
F033.FKF.FLU.N.CLP.EP18.0.T,Formación bruta de capital fijo,Cuentas Nacionales,nacional,T
F033.FKK.FLU.N.CLP.EP18.0.T,Construcción y otras obras,Cuentas Nacionales,nacional,T
F033.FKO.FLU.N.CLP.EP18.0.T,Maquinaria y equipo,Cuentas Nacionales,nacional,T
F033.VAX.FLU.N.CLP.EP18.0.T,Variación de Existencias,Cuentas Nacionales,nacional,T
F033.XBS.FLU.N.CLP.EP18.0.T,Exportaciones de Bienes y Servicios,Cuentas Nacionales,nacional,T
F033.XBI.FLU.N.CLP.2018.0.T,Exportación Bienes,Cuentas Nacionales,nacional,T
F033.XAP.FLU.N.CLP.2018.0.T,Agropecuario-Silvícola-Pesca,Cuentas Nacionales,nacional,T
F033.XMI.FLU.N.CLP.2018.0.T,Minería,Cuentas Nacionales,nacional,T
F033.XCO.FLU.N.CLP.2018.0.T,Cobre,Cuentas Nacionales,nacional,T
F033.XRM.FLU.N.CLP.2018.0.T,Resto,Cuentas Nacionales,nacional,T
F033.XIN.FLU.N.CLP.2018.0.T,Industria,Cuentas Nacionales,nacional,T
F033.XSE.FLU.N.CLP.2018.0.T,Exportación Servicios,Cuentas Nacionales,nacional,T
F033.IBS.FLU.N.CLP.EP18.0.T,Importaciones de Bienes y Servicios,Cuentas Nacionales,nacional,T
F033.IBI.FLU.N.CLP.2018.0.T,Importación Bienes,Cuentas Nacionales,nacional,T
F033.IAP.FLU.N.CLP.2018.0.T,Agropecuario-Silvícola-Pesca,Cuentas Nacionales,nacional,T
F033.IMI.FLU.N.CLP.2018.0.T,Minería,Cuentas Nacionales,nacional,T
F033.IIN.FLU.N.CLP.2018.0.T,Industria,Cuentas Nacionales,nacional,T
F033.ISE.FLU.N.CLP.2018.0.T,Importación Servicios,Cuentas Nacionales,nacional,T
F033.DDI.RPA.N.Z.EP18.0.A,Demanda interna,Cuentas Nacionales,nacional,A
F033.CTO.RPA.N.Z.EP18.0.A,Consumo total,Cuentas Nacionales,nacional,A
F033.CPR.RPA.N.Z.EP18.0.A,Consumo de hogares e IPSFL,Cuentas Nacionales,nacional,A
F033.CDU.RPA.N.Z.EP18.0.A,Bienes durables,Cuentas Nacionales,nacional,A
F033.CND.RPA.N.Z.EP18.0.A,Bienes no durables,Cuentas Nacionales,nacional,A
F033.CSE.RPA.N.Z.EP18.0.A,Servicios,Cuentas Nacionales,nacional,A
F033.COG.RPA.N.Z.EP18.0.A,Consumo gobierno,Cuentas Nacionales,nacional,A
F033.FKF.RPA.N.Z.EP18.0.A,Formación bruta de capital fijo,Cuentas Nacionales,nacional,A
F033.FKK.RPA.N.Z.EP18.0.A,Construcción y otras obras,Cuentas Nacionales,nacional,A
F033.FKO.RPA.N.Z.EP18.0.A,Maquinaria y equipo,Cuentas Nacionales,nacional,A
F033.VAX.RPA.N.Z.EP18.0.A,Variación de existencias,Cuentas Nacionales,nacional,A
F033.XBS.RPA.N.Z.EP18.0.A,Exportaciones de bienes y servicios,Cuentas Nacionales,nacional,A
F033.XBI.RPA.N.Z.2018.0.A,Exportación Bienes,Cuentas Nacionales,nacional,A
F033.XAP.RPA.N.Z.2018.0.A,Agropecuario-Silvícola-Pesca,Cuentas Nacionales,nacional,A
F033.XMI.RPA.N.Z.2018.0.A,Minería,Cuentas Nacionales,nacional,A
F033.XCO.RPA.N.Z.2018.0.A,Cobre,Cuentas Nacionales,nacional,A
F033.XRM.RPA.N.Z.2018.0.A,Resto,Cuentas Nacionales,nacional,A
F033.XIN.RPA.N.Z.2018.0.A,Industria,Cuentas Nacionales,nacional,A
F033.XSE.RPA.N.Z.2018.0.A,Exportación Servicios,Cuentas Nacionales,nacional,A
F033.IBS.RPA.N.Z.EP18.0.A,Importaciones de bienes y servicios,Cuentas Nacionales,nacional,A
F033.IBI.RPA.N.Z.2018.0.A,Importación bienes,Cuentas Nacionales,nacional,A
F033.IAP.RPA.N.Z.2018.0.A,Agropecuario-Silvícola-Pesca,Cuentas Nacionales,nacional,A
F033.IMI.RPA.N.Z.2018.0.A,Minería,Cuentas Nacionales,nacional,A
F033.IIN.RPA.N.Z.2018.0.A,Industria,Cuentas Nacionales,nacional,A
F033.ISE.RPA.N.Z.2018.0.A,Importación Servicios,Cuentas Nacionales,nacional,A
F033.DDI.FLU.N.CLP.EP18.1.T,Demanda Interna,Cuentas Nacionales,nacional,T
