anio,region_id,region_display,indicador,medida,unidad,valor,unidad_original,dimension,agregacion
2013,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1817997.4125428384,pesos nominales por cuenta,dinero,promedio
2014,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1969657.188667501,pesos nominales por cuenta,dinero,promedio
2015,01,Tarapacá,saldo_medio_cuenta,stock,pesos,2058726.2892846859,pesos nominales por cuenta,dinero,promedio
2016,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1987752.601373574,pesos nominales por cuenta,dinero,promedio
2017,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1927599.5983938808,pesos nominales por cuenta,dinero,promedio
2018,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1945626.19780121,pesos nominales por cuenta,dinero,promedio
2019,01,Tarapacá,saldo_medio_cuenta,stock,pesos,1991860.7176345699,pesos nominales por cuenta,dinero,promedio
2020,01,Tarapacá,saldo_medio_cuenta,stock,pesos,2814191.526010355,pesos nominales por cuenta,dinero,promedio
2021,01,Tarapacá,saldo_medio_cuenta,stock,pesos,3793147.6945857084,pesos nominales por cuenta,dinero,promedio
2022,01,Tarapacá,saldo_medio_cuenta,stock,pesos,3137713.078941857,pesos nominales por cuenta,dinero,promedio
2023,01,Tarapacá,saldo_medio_cuenta,stock,pesos,2343297.256351317,pesos nominales por cuenta,dinero,promedio
2024,01,Tarapacá,saldo_medio_cuenta,stock,pesos,2271996.907431465,pesos nominales por cuenta,dinero,promedio
2025,01,Tarapacá,saldo_medio_cuenta,stock,pesos,2222095.95648846,pesos nominales por cuenta,dinero,promedio
2009,02,Antofagasta,saldo_medio_cuenta,stock,pesos,1431633.8715472408,pesos nominales por cuenta,dinero,promedio
2010,02,Antofagasta,saldo_medio_cuenta,stock,pesos,1859513.83540343,pesos nominales por cuenta,dinero,promedio
2011,02,Antofagasta,saldo_medio_cuenta,stock,pesos,1950747.9029745134,pesos nominales por cuenta,dinero,promedio
2012,02,Antofagasta,saldo_medio_cuenta,stock,pesos,1975535.1871256449,pesos nominales por cuenta,dinero,promedio
2013,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2162776.611086165,pesos nominales por cuenta,dinero,promedio
2014,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2103272.5038158814,pesos nominales por cuenta,dinero,promedio
2015,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2240372.748956686,pesos nominales por cuenta,dinero,promedio
2016,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2104587.5117245805,pesos nominales por cuenta,dinero,promedio
2017,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2022285.372612385,pesos nominales por cuenta,dinero,promedio
2018,02,Antofagasta,saldo_medio_cuenta,stock,pesos,1979035.3280930491,pesos nominales por cuenta,dinero,promedio
2019,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2075693.4293766757,pesos nominales por cuenta,dinero,promedio
2020,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2942616.1780687138,pesos nominales por cuenta,dinero,promedio
2021,02,Antofagasta,saldo_medio_cuenta,stock,pesos,4058093.699320949,pesos nominales por cuenta,dinero,promedio
2022,02,Antofagasta,saldo_medio_cuenta,stock,pesos,3242806.6750249416,pesos nominales por cuenta,dinero,promedio
2023,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2337036.6571977637,pesos nominales por cuenta,dinero,promedio
2024,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2298429.7828079327,pesos nominales por cuenta,dinero,promedio
2025,02,Antofagasta,saldo_medio_cuenta,stock,pesos,2396562.881289201,pesos nominales por cuenta,dinero,promedio
2009,03,Atacama,saldo_medio_cuenta,stock,pesos,1654526.5719796119,pesos nominales por cuenta,dinero,promedio
2010,03,Atacama,saldo_medio_cuenta,stock,pesos,2051270.8629904843,pesos nominales por cuenta,dinero,promedio
2011,03,Atacama,saldo_medio_cuenta,stock,pesos,2273839.201136405,pesos nominales por cuenta,dinero,promedio
2012,03,Atacama,saldo_medio_cuenta,stock,pesos,2314101.6972518377,pesos nominales por cuenta,dinero,promedio
2013,03,Atacama,saldo_medio_cuenta,stock,pesos,2299801.339096971,pesos nominales por cuenta,dinero,promedio
2014,03,Atacama,saldo_medio_cuenta,stock,pesos,2252330.8903550203,pesos nominales por cuenta,dinero,promedio
2015,03,Atacama,saldo_medio_cuenta,stock,pesos,2326511.48468502,pesos nominales por cuenta,dinero,promedio
2016,03,Atacama,saldo_medio_cuenta,stock,pesos,2187798.922278007,pesos nominales por cuenta,dinero,promedio
2017,03,Atacama,saldo_medio_cuenta,stock,pesos,2132193.071834594,pesos nominales por cuenta,dinero,promedio
2018,03,Atacama,saldo_medio_cuenta,stock,pesos,2154967.1313323523,pesos nominales por cuenta,dinero,promedio
2019,03,Atacama,saldo_medio_cuenta,stock,pesos,2117033.0735135735,pesos nominales por cuenta,dinero,promedio
2020,03,Atacama,saldo_medio_cuenta,stock,pesos,2815743.1891464293,pesos nominales por cuenta,dinero,promedio
2021,03,Atacama,saldo_medio_cuenta,stock,pesos,4146023.186951024,pesos nominales por cuenta,dinero,promedio
2022,03,Atacama,saldo_medio_cuenta,stock,pesos,3331875.163739015,pesos nominales por cuenta,dinero,promedio
2023,03,Atacama,saldo_medio_cuenta,stock,pesos,2375349.74494527,pesos nominales por cuenta,dinero,promedio
2024,03,Atacama,saldo_medio_cuenta,stock,pesos,2201794.7893371424,pesos nominales por cuenta,dinero,promedio
2025,03,Atacama,saldo_medio_cuenta,stock,pesos,2195089.4177107085,pesos nominales por cuenta,dinero,promedio
2009,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1440079.2796761498,pesos nominales por cuenta,dinero,promedio
2010,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1746884.0499331749,pesos nominales por cuenta,dinero,promedio
2011,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1819509.9992443034,pesos nominales por cuenta,dinero,promedio
2012,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1883496.3327686032,pesos nominales por cuenta,dinero,promedio
2013,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1916265.2177696452,pesos nominales por cuenta,dinero,promedio
2014,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1879897.4195080835,pesos nominales por cuenta,dinero,promedio
2015,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1957324.54802691,pesos nominales por cuenta,dinero,promedio
2016,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1937215.4798803218,pesos nominales por cuenta,dinero,promedio
2017,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1845108.2927053384,pesos nominales por cuenta,dinero,promedio
2018,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1848431.06810331,pesos nominales por cuenta,dinero,promedio
2019,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1848353.885542419,pesos nominales por cuenta,dinero,promedio
2020,04,Coquimbo,saldo_medio_cuenta,stock,pesos,2526264.1499134875,pesos nominales por cuenta,dinero,promedio
2021,04,Coquimbo,saldo_medio_cuenta,stock,pesos,3697315.155803097,pesos nominales por cuenta,dinero,promedio
2022,04,Coquimbo,saldo_medio_cuenta,stock,pesos,3014470.6318080747,pesos nominales por cuenta,dinero,promedio
2023,04,Coquimbo,saldo_medio_cuenta,stock,pesos,2107067.5479661627,pesos nominales por cuenta,dinero,promedio
2024,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1996647.404231579,pesos nominales por cuenta,dinero,promedio
2025,04,Coquimbo,saldo_medio_cuenta,stock,pesos,1945748.4763682326,pesos nominales por cuenta,dinero,promedio
2009,05,Valparaíso,saldo_medio_cuenta,stock,pesos,1309678.159996271,pesos nominales por cuenta,dinero,promedio
2010,05,Valparaíso,saldo_medio_cuenta,stock,pesos,1573330.826209896,pesos nominales por cuenta,dinero,promedio
2011,05,Valparaíso,saldo_medio_cuenta,stock,pesos,1632440.3221463317,pesos nominales por cuenta,dinero,promedio
2012,05,Valparaíso,saldo_medio_cuenta,stock,pesos,1678011.0097873167,pesos nominales por cuenta,dinero,promedio
2013,05,Valparaíso,saldo_medio_cuenta,stock,pesos,1750628.0835983742,pesos nominales por cuenta,dinero,promedio
2014,05,Valparaíso,saldo_medio_cuenta,stock,pesos,1819216.4283665924,pesos nominales por cuenta,dinero,promedio
2015,05,Valparaíso,saldo_medio_cuenta,stock,pesos,1996214.9124597535,pesos nominales por cuenta,dinero,promedio
2016,05,Valparaíso,saldo_medio_cuenta,stock,pesos,2069067.9334960731,pesos nominales por cuenta,dinero,promedio
2017,05,Valparaíso,saldo_medio_cuenta,stock,pesos,2086848.221906449,pesos nominales por cuenta,dinero,promedio
2018,05,Valparaíso,saldo_medio_cuenta,stock,pesos,2110311.425099038,pesos nominales por cuenta,dinero,promedio
2019,05,Valparaíso,saldo_medio_cuenta,stock,pesos,2115792.235958927,pesos nominales por cuenta,dinero,promedio
2020,05,Valparaíso,saldo_medio_cuenta,stock,pesos,2782965.3901835233,pesos nominales por cuenta,dinero,promedio
2021,05,Valparaíso,saldo_medio_cuenta,stock,pesos,3812180.509545622,pesos nominales por cuenta,dinero,promedio
2022,05,Valparaíso,saldo_medio_cuenta,stock,pesos,3136933.656633924,pesos nominales por cuenta,dinero,promedio
2023,05,Valparaíso,saldo_medio_cuenta,stock,pesos,2292900.0995296636,pesos nominales por cuenta,dinero,promedio
2024,05,Valparaíso,saldo_medio_cuenta,stock,pesos,2234922.637071585,pesos nominales por cuenta,dinero,promedio
2025,05,Valparaíso,saldo_medio_cuenta,stock,pesos,2213704.5492911735,pesos nominales por cuenta,dinero,promedio
2009,06,O'Higgins,saldo_medio_cuenta,stock,pesos,1532023.45025759,pesos nominales por cuenta,dinero,promedio
2010,06,O'Higgins,saldo_medio_cuenta,stock,pesos,1877396.6552564583,pesos nominales por cuenta,dinero,promedio
2011,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2037883.431007934,pesos nominales por cuenta,dinero,promedio
2012,06,O'Higgins,saldo_medio_cuenta,stock,pesos,1993154.269663124,pesos nominales por cuenta,dinero,promedio
2013,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2063399.6789113723,pesos nominales por cuenta,dinero,promedio
2014,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2192201.3584182984,pesos nominales por cuenta,dinero,promedio
2015,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2312283.6863692366,pesos nominales por cuenta,dinero,promedio
2016,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2346804.045202743,pesos nominales por cuenta,dinero,promedio
2017,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2324292.1462400784,pesos nominales por cuenta,dinero,promedio
2018,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2398269.178006672,pesos nominales por cuenta,dinero,promedio
2019,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2469903.3509850707,pesos nominales por cuenta,dinero,promedio
2020,06,O'Higgins,saldo_medio_cuenta,stock,pesos,3327208.696114781,pesos nominales por cuenta,dinero,promedio
2021,06,O'Higgins,saldo_medio_cuenta,stock,pesos,4801889.788585752,pesos nominales por cuenta,dinero,promedio
2022,06,O'Higgins,saldo_medio_cuenta,stock,pesos,4050221.677562824,pesos nominales por cuenta,dinero,promedio
2023,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2972770.514310168,pesos nominales por cuenta,dinero,promedio
2024,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2846932.969172276,pesos nominales por cuenta,dinero,promedio
2025,06,O'Higgins,saldo_medio_cuenta,stock,pesos,2535937.041846095,pesos nominales por cuenta,dinero,promedio
2009,07,Maule,saldo_medio_cuenta,stock,pesos,1370479.7996014608,pesos nominales por cuenta,dinero,promedio
2010,07,Maule,saldo_medio_cuenta,stock,pesos,1809415.5404337551,pesos nominales por cuenta,dinero,promedio
2011,07,Maule,saldo_medio_cuenta,stock,pesos,1798489.0670446493,pesos nominales por cuenta,dinero,promedio
2012,07,Maule,saldo_medio_cuenta,stock,pesos,1803520.9080430458,pesos nominales por cuenta,dinero,promedio
2013,07,Maule,saldo_medio_cuenta,stock,pesos,1869076.711196905,pesos nominales por cuenta,dinero,promedio
2014,07,Maule,saldo_medio_cuenta,stock,pesos,1899574.0816591568,pesos nominales por cuenta,dinero,promedio
2015,07,Maule,saldo_medio_cuenta,stock,pesos,2021327.9985850865,pesos nominales por cuenta,dinero,promedio
2016,07,Maule,saldo_medio_cuenta,stock,pesos,2096154.754205325,pesos nominales por cuenta,dinero,promedio
2017,07,Maule,saldo_medio_cuenta,stock,pesos,2096110.2311517866,pesos nominales por cuenta,dinero,promedio
2018,07,Maule,saldo_medio_cuenta,stock,pesos,2166578.028261632,pesos nominales por cuenta,dinero,promedio
2019,07,Maule,saldo_medio_cuenta,stock,pesos,2214316.175512231,pesos nominales por cuenta,dinero,promedio
2020,07,Maule,saldo_medio_cuenta,stock,pesos,3019586.249471838,pesos nominales por cuenta,dinero,promedio
2021,07,Maule,saldo_medio_cuenta,stock,pesos,4318148.7973359395,pesos nominales por cuenta,dinero,promedio
2022,07,Maule,saldo_medio_cuenta,stock,pesos,3505306.941791762,pesos nominales por cuenta,dinero,promedio
2023,07,Maule,saldo_medio_cuenta,stock,pesos,2469305.930584709,pesos nominales por cuenta,dinero,promedio
2024,07,Maule,saldo_medio_cuenta,stock,pesos,2265001.44968521,pesos nominales por cuenta,dinero,promedio
2025,07,Maule,saldo_medio_cuenta,stock,pesos,2127364.9030016507,pesos nominales por cuenta,dinero,promedio
2009,08,Biobío,saldo_medio_cuenta,stock,pesos,1261112.5079147741,pesos nominales por cuenta,dinero,promedio
2010,08,Biobío,saldo_medio_cuenta,stock,pesos,1662770.0155315266,pesos nominales por cuenta,dinero,promedio
2011,08,Biobío,saldo_medio_cuenta,stock,pesos,1661937.0605196543,pesos nominales por cuenta,dinero,promedio
2012,08,Biobío,saldo_medio_cuenta,stock,pesos,1591026.2767701193,pesos nominales por cuenta,dinero,promedio
2013,08,Biobío,saldo_medio_cuenta,stock,pesos,1601891.141683502,pesos nominales por cuenta,dinero,promedio
2014,08,Biobío,saldo_medio_cuenta,stock,pesos,1622009.4580111133,pesos nominales por cuenta,dinero,promedio
2015,08,Biobío,saldo_medio_cuenta,stock,pesos,1750527.12776744,pesos nominales por cuenta,dinero,promedio
2016,08,Biobío,saldo_medio_cuenta,stock,pesos,1800689.9468742243,pesos nominales por cuenta,dinero,promedio
2017,08,Biobío,saldo_medio_cuenta,stock,pesos,1793806.7554082733,pesos nominales por cuenta,dinero,promedio
2018,08,Biobío,saldo_medio_cuenta,stock,pesos,1804791.4754207341,pesos nominales por cuenta,dinero,promedio
2019,08,Biobío,saldo_medio_cuenta,stock,pesos,1806683.6392050625,pesos nominales por cuenta,dinero,promedio
2020,08,Biobío,saldo_medio_cuenta,stock,pesos,2462933.955487206,pesos nominales por cuenta,dinero,promedio
2021,08,Biobío,saldo_medio_cuenta,stock,pesos,3543134.8498472613,pesos nominales por cuenta,dinero,promedio
2022,08,Biobío,saldo_medio_cuenta,stock,pesos,2877433.61848208,pesos nominales por cuenta,dinero,promedio
2023,08,Biobío,saldo_medio_cuenta,stock,pesos,2085294.5916267273,pesos nominales por cuenta,dinero,promedio
2024,08,Biobío,saldo_medio_cuenta,stock,pesos,2019218.554291615,pesos nominales por cuenta,dinero,promedio
2025,08,Biobío,saldo_medio_cuenta,stock,pesos,2047857.3722691052,pesos nominales por cuenta,dinero,promedio
2009,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1275216.9557242107,pesos nominales por cuenta,dinero,promedio
2010,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1545992.5898643266,pesos nominales por cuenta,dinero,promedio
2011,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1553207.8004237174,pesos nominales por cuenta,dinero,promedio
2012,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1581150.6356929,pesos nominales por cuenta,dinero,promedio
2013,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1640622.132571784,pesos nominales por cuenta,dinero,promedio
2014,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1675568.813226184,pesos nominales por cuenta,dinero,promedio
2015,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1851011.8325990115,pesos nominales por cuenta,dinero,promedio
2016,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1923295.1590892067,pesos nominales por cuenta,dinero,promedio
2017,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1936809.8402457878,pesos nominales por cuenta,dinero,promedio
2018,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1932120.088081619,pesos nominales por cuenta,dinero,promedio
2019,09,La Araucanía,saldo_medio_cuenta,stock,pesos,1936205.3779579941,pesos nominales por cuenta,dinero,promedio
2020,09,La Araucanía,saldo_medio_cuenta,stock,pesos,2716592.72207421,pesos nominales por cuenta,dinero,promedio
2021,09,La Araucanía,saldo_medio_cuenta,stock,pesos,3844005.660552914,pesos nominales por cuenta,dinero,promedio
2022,09,La Araucanía,saldo_medio_cuenta,stock,pesos,3147291.440768331,pesos nominales por cuenta,dinero,promedio
2023,09,La Araucanía,saldo_medio_cuenta,stock,pesos,2172258.524934789,pesos nominales por cuenta,dinero,promedio
2024,09,La Araucanía,saldo_medio_cuenta,stock,pesos,2042115.9612884242,pesos nominales por cuenta,dinero,promedio
2025,09,La Araucanía,saldo_medio_cuenta,stock,pesos,2012584.6374075583,pesos nominales por cuenta,dinero,promedio
2009,10,Los Lagos,saldo_medio_cuenta,stock,pesos,1464908.1291722308,pesos nominales por cuenta,dinero,promedio
2010,10,Los Lagos,saldo_medio_cuenta,stock,pesos,1674082.341052209,pesos nominales por cuenta,dinero,promedio
2011,10,Los Lagos,saldo_medio_cuenta,stock,pesos,1738916.7792742027,pesos nominales por cuenta,dinero,promedio
2012,10,Los Lagos,saldo_medio_cuenta,stock,pesos,1816248.153577699,pesos nominales por cuenta,dinero,promedio
2013,10,Los Lagos,saldo_medio_cuenta,stock,pesos,1891537.5552761508,pesos nominales por cuenta,dinero,promedio
2014,10,Los Lagos,saldo_medio_cuenta,stock,pesos,1914476.9222996517,pesos nominales por cuenta,dinero,promedio
2015,10,Los Lagos,saldo_medio_cuenta,stock,pesos,2033874.4334693393,pesos nominales por cuenta,dinero,promedio
2016,10,Los Lagos,saldo_medio_cuenta,stock,pesos,2086560.2815416884,pesos nominales por cuenta,dinero,promedio
2017,10,Los Lagos,saldo_medio_cuenta,stock,pesos,2071332.7587930902,pesos nominales por cuenta,dinero,promedio
2018,10,Los Lagos,saldo_medio_cuenta,stock,pesos,2145481.947926396,pesos nominales por cuenta,dinero,promedio
2019,10,Los Lagos,saldo_medio_cuenta,stock,pesos,2194792.063964591,pesos nominales por cuenta,dinero,promedio
2020,10,Los Lagos,saldo_medio_cuenta,stock,pesos,3083086.7736459547,pesos nominales por cuenta,dinero,promedio
2021,10,Los Lagos,saldo_medio_cuenta,stock,pesos,4335299.7260925695,pesos nominales por cuenta,dinero,promedio
2022,10,Los Lagos,saldo_medio_cuenta,stock,pesos,3560480.1138336654,pesos nominales por cuenta,dinero,promedio
2023,10,Los Lagos,saldo_medio_cuenta,stock,pesos,2429347.847817321,pesos nominales por cuenta,dinero,promedio
2024,10,Los Lagos,saldo_medio_cuenta,stock,pesos,1893497.3774469642,pesos nominales por cuenta,dinero,promedio
2025,10,Los Lagos,saldo_medio_cuenta,stock,pesos,1578802.2864537619,pesos nominales por cuenta,dinero,promedio
2009,11,Aysén,saldo_medio_cuenta,stock,pesos,1319066.9221767234,pesos nominales por cuenta,dinero,promedio
2010,11,Aysén,saldo_medio_cuenta,stock,pesos,1558556.813465125,pesos nominales por cuenta,dinero,promedio
2011,11,Aysén,saldo_medio_cuenta,stock,pesos,1578663.6776949277,pesos nominales por cuenta,dinero,promedio
2012,11,Aysén,saldo_medio_cuenta,stock,pesos,1594747.312963075,pesos nominales por cuenta,dinero,promedio
2013,11,Aysén,saldo_medio_cuenta,stock,pesos,1671859.3273427507,pesos nominales por cuenta,dinero,promedio
2014,11,Aysén,saldo_medio_cuenta,stock,pesos,1771248.6213301432,pesos nominales por cuenta,dinero,promedio
2015,11,Aysén,saldo_medio_cuenta,stock,pesos,1912581.922756954,pesos nominales por cuenta,dinero,promedio
2016,11,Aysén,saldo_medio_cuenta,stock,pesos,2036549.9503352642,pesos nominales por cuenta,dinero,promedio
2017,11,Aysén,saldo_medio_cuenta,stock,pesos,2037865.682187359,pesos nominales por cuenta,dinero,promedio
2018,11,Aysén,saldo_medio_cuenta,stock,pesos,2004160.3199040724,pesos nominales por cuenta,dinero,promedio
2019,11,Aysén,saldo_medio_cuenta,stock,pesos,2045658.9791861183,pesos nominales por cuenta,dinero,promedio
2020,11,Aysén,saldo_medio_cuenta,stock,pesos,2894649.387895006,pesos nominales por cuenta,dinero,promedio
2021,11,Aysén,saldo_medio_cuenta,stock,pesos,4106229.700967232,pesos nominales por cuenta,dinero,promedio
2022,11,Aysén,saldo_medio_cuenta,stock,pesos,3380995.992474372,pesos nominales por cuenta,dinero,promedio
2023,11,Aysén,saldo_medio_cuenta,stock,pesos,2412865.746801223,pesos nominales por cuenta,dinero,promedio
2024,11,Aysén,saldo_medio_cuenta,stock,pesos,2310954.2175957174,pesos nominales por cuenta,dinero,promedio
2025,11,Aysén,saldo_medio_cuenta,stock,pesos,2333405.0929491958,pesos nominales por cuenta,dinero,promedio
2009,12,Magallanes,saldo_medio_cuenta,stock,pesos,1183463.81551984,pesos nominales por cuenta,dinero,promedio
2010,12,Magallanes,saldo_medio_cuenta,stock,pesos,1387345.7638037566,pesos nominales por cuenta,dinero,promedio
2011,12,Magallanes,saldo_medio_cuenta,stock,pesos,1460330.821501165,pesos nominales por cuenta,dinero,promedio
2012,12,Magallanes,saldo_medio_cuenta,stock,pesos,1528064.3454663425,pesos nominales por cuenta,dinero,promedio
2013,12,Magallanes,saldo_medio_cuenta,stock,pesos,1624379.5644713773,pesos nominales por cuenta,dinero,promedio
2014,12,Magallanes,saldo_medio_cuenta,stock,pesos,1759557.6589728466,pesos nominales por cuenta,dinero,promedio
2015,12,Magallanes,saldo_medio_cuenta,stock,pesos,1966732.265603509,pesos nominales por cuenta,dinero,promedio
2016,12,Magallanes,saldo_medio_cuenta,stock,pesos,2081835.3197889393,pesos nominales por cuenta,dinero,promedio
2017,12,Magallanes,saldo_medio_cuenta,stock,pesos,2111130.2545719375,pesos nominales por cuenta,dinero,promedio
2018,12,Magallanes,saldo_medio_cuenta,stock,pesos,2204922.396982678,pesos nominales por cuenta,dinero,promedio
2019,12,Magallanes,saldo_medio_cuenta,stock,pesos,2220830.332412841,pesos nominales por cuenta,dinero,promedio
2020,12,Magallanes,saldo_medio_cuenta,stock,pesos,2918103.34448968,pesos nominales por cuenta,dinero,promedio
2021,12,Magallanes,saldo_medio_cuenta,stock,pesos,3790354.4475599173,pesos nominales por cuenta,dinero,promedio
2022,12,Magallanes,saldo_medio_cuenta,stock,pesos,3023594.514931003,pesos nominales por cuenta,dinero,promedio
2023,12,Magallanes,saldo_medio_cuenta,stock,pesos,2254027.8067257926,pesos nominales por cuenta,dinero,promedio
2024,12,Magallanes,saldo_medio_cuenta,stock,pesos,2126224.3894208535,pesos nominales por cuenta,dinero,promedio
2025,12,Magallanes,saldo_medio_cuenta,stock,pesos,2108943.3825956467,pesos nominales por cuenta,dinero,promedio
2009,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1426078.9818290558,pesos nominales por cuenta,dinero,promedio
2010,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1661927.8742594216,pesos nominales por cuenta,dinero,promedio
2011,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1628911.5557990884,pesos nominales por cuenta,dinero,promedio
2012,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1639913.708252474,pesos nominales por cuenta,dinero,promedio
2013,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1731458.896506625,pesos nominales por cuenta,dinero,promedio
2014,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1792354.5105956858,pesos nominales por cuenta,dinero,promedio
2015,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1901988.7743127744,pesos nominales por cuenta,dinero,promedio
2016,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1913065.53023602,pesos nominales por cuenta,dinero,promedio
2017,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1932358.453849651,pesos nominales por cuenta,dinero,promedio
2018,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1966649.9292529959,pesos nominales por cuenta,dinero,promedio
2019,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,2009011.6675802357,pesos nominales por cuenta,dinero,promedio
2020,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,2587150.35720151,pesos nominales por cuenta,dinero,promedio
2021,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,2974125.2332822033,pesos nominales por cuenta,dinero,promedio
2022,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1918152.21723281,pesos nominales por cuenta,dinero,promedio
2023,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,1164470.1413184425,pesos nominales por cuenta,dinero,promedio
2024,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,982245.1380933487,pesos nominales por cuenta,dinero,promedio
2025,13,Metropolitana de Santiago,saldo_medio_cuenta,stock,pesos,895639.7989939431,pesos nominales por cuenta,dinero,promedio
2009,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1275999.8644633591,pesos nominales por cuenta,dinero,promedio
2010,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1519659.330416411,pesos nominales por cuenta,dinero,promedio
2011,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1591716.1614981957,pesos nominales por cuenta,dinero,promedio
2012,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1602612.110343464,pesos nominales por cuenta,dinero,promedio
2013,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1651457.43781075,pesos nominales por cuenta,dinero,promedio
2014,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1703807.3015505958,pesos nominales por cuenta,dinero,promedio
2015,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1820722.330936379,pesos nominales por cuenta,dinero,promedio
2016,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1918211.1793057618,pesos nominales por cuenta,dinero,promedio
2017,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1958920.4247702144,pesos nominales por cuenta,dinero,promedio
2018,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1960159.8876407759,pesos nominales por cuenta,dinero,promedio
2019,14,Los Ríos,saldo_medio_cuenta,stock,pesos,2046470.0455209874,pesos nominales por cuenta,dinero,promedio
2020,14,Los Ríos,saldo_medio_cuenta,stock,pesos,2832338.1894292105,pesos nominales por cuenta,dinero,promedio
2021,14,Los Ríos,saldo_medio_cuenta,stock,pesos,3922517.575809,pesos nominales por cuenta,dinero,promedio
2022,14,Los Ríos,saldo_medio_cuenta,stock,pesos,3289043.5048011537,pesos nominales por cuenta,dinero,promedio
2023,14,Los Ríos,saldo_medio_cuenta,stock,pesos,2312966.465596485,pesos nominales por cuenta,dinero,promedio
2024,14,Los Ríos,saldo_medio_cuenta,stock,pesos,2090067.087775566,pesos nominales por cuenta,dinero,promedio
2025,14,Los Ríos,saldo_medio_cuenta,stock,pesos,1914549.430495166,pesos nominales por cuenta,dinero,promedio
2009,15,Arica y Parinacota,saldo_medio_cuenta,stock,pesos,1336463.0919709592,pesos nominales por cuenta,dinero,promedio
