anio,region_id,region_display,indicador,medida,unidad,valor,unidad_original,dimension,agregacion
2013,01,Tarapacá,mora_comercial,tasa,%,1.3930776985307034,% de la cartera comercial,tasa,promedio
2014,01,Tarapacá,mora_comercial,tasa,%,1.454995783538935,% de la cartera comercial,tasa,promedio
2015,01,Tarapacá,mora_comercial,tasa,%,1.436594137743774,% de la cartera comercial,tasa,promedio
2016,01,Tarapacá,mora_comercial,tasa,%,1.3682463804267249,% de la cartera comercial,tasa,promedio
2017,01,Tarapacá,mora_comercial,tasa,%,1.710720324319176,% de la cartera comercial,tasa,promedio
2018,01,Tarapacá,mora_comercial,tasa,%,2.0246462115818415,% de la cartera comercial,tasa,promedio
2019,01,Tarapacá,mora_comercial,tasa,%,1.8442922054972666,% de la cartera comercial,tasa,promedio
2020,01,Tarapacá,mora_comercial,tasa,%,2.16579136855172,% de la cartera comercial,tasa,promedio
2021,01,Tarapacá,mora_comercial,tasa,%,2.6880587131805647,% de la cartera comercial,tasa,promedio
2022,01,Tarapacá,mora_comercial,tasa,%,3.258112175397539,% de la cartera comercial,tasa,promedio
2023,01,Tarapacá,mora_comercial,tasa,%,4.008002789242696,% de la cartera comercial,tasa,promedio
2024,01,Tarapacá,mora_comercial,tasa,%,4.136363783164556,% de la cartera comercial,tasa,promedio
2025,01,Tarapacá,mora_comercial,tasa,%,3.275844710552755,% de la cartera comercial,tasa,promedio
2009,02,Antofagasta,mora_comercial,tasa,%,4.02694419113402,% de la cartera comercial,tasa,promedio
2010,02,Antofagasta,mora_comercial,tasa,%,4.378639854968694,% de la cartera comercial,tasa,promedio
2011,02,Antofagasta,mora_comercial,tasa,%,3.4958368616047975,% de la cartera comercial,tasa,promedio
2012,02,Antofagasta,mora_comercial,tasa,%,4.234015241307676,% de la cartera comercial,tasa,promedio
2013,02,Antofagasta,mora_comercial,tasa,%,3.7563892657904465,% de la cartera comercial,tasa,promedio
2014,02,Antofagasta,mora_comercial,tasa,%,2.835532107082203,% de la cartera comercial,tasa,promedio
2015,02,Antofagasta,mora_comercial,tasa,%,3.1548516238833577,% de la cartera comercial,tasa,promedio
2016,02,Antofagasta,mora_comercial,tasa,%,2.5675753478468626,% de la cartera comercial,tasa,promedio
2017,02,Antofagasta,mora_comercial,tasa,%,3.217493581356365,% de la cartera comercial,tasa,promedio
2018,02,Antofagasta,mora_comercial,tasa,%,4.091149710478046,% de la cartera comercial,tasa,promedio
2019,02,Antofagasta,mora_comercial,tasa,%,4.593334037009626,% de la cartera comercial,tasa,promedio
2020,02,Antofagasta,mora_comercial,tasa,%,4.224353188909714,% de la cartera comercial,tasa,promedio
2021,02,Antofagasta,mora_comercial,tasa,%,3.932721587494285,% de la cartera comercial,tasa,promedio
2022,02,Antofagasta,mora_comercial,tasa,%,2.5623615777498627,% de la cartera comercial,tasa,promedio
2023,02,Antofagasta,mora_comercial,tasa,%,3.658407844939703,% de la cartera comercial,tasa,promedio
2024,02,Antofagasta,mora_comercial,tasa,%,3.9339651892584953,% de la cartera comercial,tasa,promedio
2025,02,Antofagasta,mora_comercial,tasa,%,3.39757705155362,% de la cartera comercial,tasa,promedio
2009,03,Atacama,mora_comercial,tasa,%,3.669650147441157,% de la cartera comercial,tasa,promedio
2010,03,Atacama,mora_comercial,tasa,%,3.4003128780955243,% de la cartera comercial,tasa,promedio
2011,03,Atacama,mora_comercial,tasa,%,3.300327144281644,% de la cartera comercial,tasa,promedio
2012,03,Atacama,mora_comercial,tasa,%,3.152698159436835,% de la cartera comercial,tasa,promedio
2013,03,Atacama,mora_comercial,tasa,%,4.657911309320492,% de la cartera comercial,tasa,promedio
2014,03,Atacama,mora_comercial,tasa,%,4.535617823397863,% de la cartera comercial,tasa,promedio
2015,03,Atacama,mora_comercial,tasa,%,4.6763375402163705,% de la cartera comercial,tasa,promedio
2016,03,Atacama,mora_comercial,tasa,%,4.2038566382999205,% de la cartera comercial,tasa,promedio
2017,03,Atacama,mora_comercial,tasa,%,5.085411046931424,% de la cartera comercial,tasa,promedio
2018,03,Atacama,mora_comercial,tasa,%,7.892265010113506,% de la cartera comercial,tasa,promedio
2019,03,Atacama,mora_comercial,tasa,%,7.315620543039824,% de la cartera comercial,tasa,promedio
2020,03,Atacama,mora_comercial,tasa,%,6.226503120344483,% de la cartera comercial,tasa,promedio
2021,03,Atacama,mora_comercial,tasa,%,3.154281859203962,% de la cartera comercial,tasa,promedio
2022,03,Atacama,mora_comercial,tasa,%,1.8337494406276875,% de la cartera comercial,tasa,promedio
2023,03,Atacama,mora_comercial,tasa,%,2.7944345768627805,% de la cartera comercial,tasa,promedio
2024,03,Atacama,mora_comercial,tasa,%,3.507771635227971,% de la cartera comercial,tasa,promedio
2025,03,Atacama,mora_comercial,tasa,%,2.4820326524426943,% de la cartera comercial,tasa,promedio
2009,04,Coquimbo,mora_comercial,tasa,%,3.3629686161936174,% de la cartera comercial,tasa,promedio
2010,04,Coquimbo,mora_comercial,tasa,%,3.922426418498787,% de la cartera comercial,tasa,promedio
2011,04,Coquimbo,mora_comercial,tasa,%,3.551395859356475,% de la cartera comercial,tasa,promedio
2012,04,Coquimbo,mora_comercial,tasa,%,3.6290849290667855,% de la cartera comercial,tasa,promedio
2013,04,Coquimbo,mora_comercial,tasa,%,2.923388482464541,% de la cartera comercial,tasa,promedio
2014,04,Coquimbo,mora_comercial,tasa,%,3.1573770768277,% de la cartera comercial,tasa,promedio
2015,04,Coquimbo,mora_comercial,tasa,%,3.538525745321174,% de la cartera comercial,tasa,promedio
2016,04,Coquimbo,mora_comercial,tasa,%,4.169271210784857,% de la cartera comercial,tasa,promedio
2017,04,Coquimbo,mora_comercial,tasa,%,5.2120979958147595,% de la cartera comercial,tasa,promedio
2018,04,Coquimbo,mora_comercial,tasa,%,5.426620888832754,% de la cartera comercial,tasa,promedio
2019,04,Coquimbo,mora_comercial,tasa,%,5.417758361324885,% de la cartera comercial,tasa,promedio
2020,04,Coquimbo,mora_comercial,tasa,%,4.616941230925707,% de la cartera comercial,tasa,promedio
2021,04,Coquimbo,mora_comercial,tasa,%,3.442223946081906,% de la cartera comercial,tasa,promedio
2022,04,Coquimbo,mora_comercial,tasa,%,2.8056380836678563,% de la cartera comercial,tasa,promedio
2023,04,Coquimbo,mora_comercial,tasa,%,4.298746571082097,% de la cartera comercial,tasa,promedio
2024,04,Coquimbo,mora_comercial,tasa,%,6.256815262898493,% de la cartera comercial,tasa,promedio
2025,04,Coquimbo,mora_comercial,tasa,%,6.257246798717084,% de la cartera comercial,tasa,promedio
2009,05,Valparaíso,mora_comercial,tasa,%,2.9366663908683397,% de la cartera comercial,tasa,promedio
2010,05,Valparaíso,mora_comercial,tasa,%,3.2476247756561585,% de la cartera comercial,tasa,promedio
2011,05,Valparaíso,mora_comercial,tasa,%,3.2769837569607954,% de la cartera comercial,tasa,promedio
2012,05,Valparaíso,mora_comercial,tasa,%,3.2586859268794086,% de la cartera comercial,tasa,promedio
2013,05,Valparaíso,mora_comercial,tasa,%,3.3368837741394373,% de la cartera comercial,tasa,promedio
2014,05,Valparaíso,mora_comercial,tasa,%,2.6222766097534658,% de la cartera comercial,tasa,promedio
2015,05,Valparaíso,mora_comercial,tasa,%,2.4925541455622557,% de la cartera comercial,tasa,promedio
2016,05,Valparaíso,mora_comercial,tasa,%,2.431881100846547,% de la cartera comercial,tasa,promedio
2017,05,Valparaíso,mora_comercial,tasa,%,2.6852395618164167,% de la cartera comercial,tasa,promedio
2018,05,Valparaíso,mora_comercial,tasa,%,2.5966861236998375,% de la cartera comercial,tasa,promedio
2019,05,Valparaíso,mora_comercial,tasa,%,2.4896747984213685,% de la cartera comercial,tasa,promedio
2020,05,Valparaíso,mora_comercial,tasa,%,2.226117096112348,% de la cartera comercial,tasa,promedio
2021,05,Valparaíso,mora_comercial,tasa,%,1.6511299563715849,% de la cartera comercial,tasa,promedio
2022,05,Valparaíso,mora_comercial,tasa,%,1.4446692000329984,% de la cartera comercial,tasa,promedio
2023,05,Valparaíso,mora_comercial,tasa,%,1.998660356086275,% de la cartera comercial,tasa,promedio
2024,05,Valparaíso,mora_comercial,tasa,%,2.5397379060655205,% de la cartera comercial,tasa,promedio
2025,05,Valparaíso,mora_comercial,tasa,%,2.5646819546620274,% de la cartera comercial,tasa,promedio
2009,06,O'Higgins,mora_comercial,tasa,%,3.0469646037341103,% de la cartera comercial,tasa,promedio
2010,06,O'Higgins,mora_comercial,tasa,%,3.3336462087337755,% de la cartera comercial,tasa,promedio
2011,06,O'Higgins,mora_comercial,tasa,%,3.1999277859763366,% de la cartera comercial,tasa,promedio
2012,06,O'Higgins,mora_comercial,tasa,%,2.639199882358042,% de la cartera comercial,tasa,promedio
2013,06,O'Higgins,mora_comercial,tasa,%,2.375616148711632,% de la cartera comercial,tasa,promedio
2014,06,O'Higgins,mora_comercial,tasa,%,2.2301515093763484,% de la cartera comercial,tasa,promedio
2015,06,O'Higgins,mora_comercial,tasa,%,2.1960208323999093,% de la cartera comercial,tasa,promedio
2016,06,O'Higgins,mora_comercial,tasa,%,2.270110795297085,% de la cartera comercial,tasa,promedio
2017,06,O'Higgins,mora_comercial,tasa,%,2.2598550479505524,% de la cartera comercial,tasa,promedio
2018,06,O'Higgins,mora_comercial,tasa,%,2.1430046328175476,% de la cartera comercial,tasa,promedio
2019,06,O'Higgins,mora_comercial,tasa,%,2.822424587367268,% de la cartera comercial,tasa,promedio
2020,06,O'Higgins,mora_comercial,tasa,%,2.4509820263209776,% de la cartera comercial,tasa,promedio
2021,06,O'Higgins,mora_comercial,tasa,%,1.5137679870845975,% de la cartera comercial,tasa,promedio
2022,06,O'Higgins,mora_comercial,tasa,%,1.68612142057321,% de la cartera comercial,tasa,promedio
2023,06,O'Higgins,mora_comercial,tasa,%,2.2417660337059817,% de la cartera comercial,tasa,promedio
2024,06,O'Higgins,mora_comercial,tasa,%,3.05304957819621,% de la cartera comercial,tasa,promedio
2025,06,O'Higgins,mora_comercial,tasa,%,3.382369559730671,% de la cartera comercial,tasa,promedio
2009,07,Maule,mora_comercial,tasa,%,2.453175081608086,% de la cartera comercial,tasa,promedio
2010,07,Maule,mora_comercial,tasa,%,3.022638420985309,% de la cartera comercial,tasa,promedio
2011,07,Maule,mora_comercial,tasa,%,2.9333166464267912,% de la cartera comercial,tasa,promedio
2012,07,Maule,mora_comercial,tasa,%,3.419071730562944,% de la cartera comercial,tasa,promedio
2013,07,Maule,mora_comercial,tasa,%,3.143634271075385,% de la cartera comercial,tasa,promedio
2014,07,Maule,mora_comercial,tasa,%,2.3802342624793007,% de la cartera comercial,tasa,promedio
2015,07,Maule,mora_comercial,tasa,%,2.5863405089160407,% de la cartera comercial,tasa,promedio
2016,07,Maule,mora_comercial,tasa,%,2.6384417906583315,% de la cartera comercial,tasa,promedio
2017,07,Maule,mora_comercial,tasa,%,2.7599828068084604,% de la cartera comercial,tasa,promedio
2018,07,Maule,mora_comercial,tasa,%,2.6919687845683016,% de la cartera comercial,tasa,promedio
2019,07,Maule,mora_comercial,tasa,%,2.6473085558583125,% de la cartera comercial,tasa,promedio
2020,07,Maule,mora_comercial,tasa,%,2.28965008793967,% de la cartera comercial,tasa,promedio
2021,07,Maule,mora_comercial,tasa,%,1.7640948534588892,% de la cartera comercial,tasa,promedio
2022,07,Maule,mora_comercial,tasa,%,1.4525358013063243,% de la cartera comercial,tasa,promedio
2023,07,Maule,mora_comercial,tasa,%,1.99614949798075,% de la cartera comercial,tasa,promedio
2024,07,Maule,mora_comercial,tasa,%,2.0701669543293884,% de la cartera comercial,tasa,promedio
2025,07,Maule,mora_comercial,tasa,%,2.075250329380186,% de la cartera comercial,tasa,promedio
2009,08,Biobío,mora_comercial,tasa,%,3.2066349598843993,% de la cartera comercial,tasa,promedio
2010,08,Biobío,mora_comercial,tasa,%,3.7999950755438587,% de la cartera comercial,tasa,promedio
2011,08,Biobío,mora_comercial,tasa,%,3.255761680081014,% de la cartera comercial,tasa,promedio
2012,08,Biobío,mora_comercial,tasa,%,2.9371054638417857,% de la cartera comercial,tasa,promedio
2013,08,Biobío,mora_comercial,tasa,%,3.0250104333085552,% de la cartera comercial,tasa,promedio
2014,08,Biobío,mora_comercial,tasa,%,3.4219649476887075,% de la cartera comercial,tasa,promedio
2015,08,Biobío,mora_comercial,tasa,%,3.0325757245475615,% de la cartera comercial,tasa,promedio
2016,08,Biobío,mora_comercial,tasa,%,2.4806944951503374,% de la cartera comercial,tasa,promedio
2017,08,Biobío,mora_comercial,tasa,%,2.8569184992271155,% de la cartera comercial,tasa,promedio
2018,08,Biobío,mora_comercial,tasa,%,3.0363163154657116,% de la cartera comercial,tasa,promedio
2019,08,Biobío,mora_comercial,tasa,%,2.685521586853221,% de la cartera comercial,tasa,promedio
2020,08,Biobío,mora_comercial,tasa,%,2.085853249609689,% de la cartera comercial,tasa,promedio
2021,08,Biobío,mora_comercial,tasa,%,1.8915234356676383,% de la cartera comercial,tasa,promedio
2022,08,Biobío,mora_comercial,tasa,%,1.9154506711014925,% de la cartera comercial,tasa,promedio
2023,08,Biobío,mora_comercial,tasa,%,2.428530164864291,% de la cartera comercial,tasa,promedio
2024,08,Biobío,mora_comercial,tasa,%,2.513208706059051,% de la cartera comercial,tasa,promedio
2025,08,Biobío,mora_comercial,tasa,%,1.9601280226635467,% de la cartera comercial,tasa,promedio
2009,09,La Araucanía,mora_comercial,tasa,%,2.9354239238707938,% de la cartera comercial,tasa,promedio
2010,09,La Araucanía,mora_comercial,tasa,%,3.466034704293154,% de la cartera comercial,tasa,promedio
2011,09,La Araucanía,mora_comercial,tasa,%,3.671024760710662,% de la cartera comercial,tasa,promedio
2012,09,La Araucanía,mora_comercial,tasa,%,2.494522285618239,% de la cartera comercial,tasa,promedio
2013,09,La Araucanía,mora_comercial,tasa,%,2.375484832833655,% de la cartera comercial,tasa,promedio
2014,09,La Araucanía,mora_comercial,tasa,%,2.600761554945794,% de la cartera comercial,tasa,promedio
2015,09,La Araucanía,mora_comercial,tasa,%,2.719746188824665,% de la cartera comercial,tasa,promedio
2016,09,La Araucanía,mora_comercial,tasa,%,2.557980421425841,% de la cartera comercial,tasa,promedio
2017,09,La Araucanía,mora_comercial,tasa,%,2.5339662889919166,% de la cartera comercial,tasa,promedio
2018,09,La Araucanía,mora_comercial,tasa,%,2.7314658671383754,% de la cartera comercial,tasa,promedio
2019,09,La Araucanía,mora_comercial,tasa,%,3.3365124554116883,% de la cartera comercial,tasa,promedio
2020,09,La Araucanía,mora_comercial,tasa,%,3.5382072461003893,% de la cartera comercial,tasa,promedio
2021,09,La Araucanía,mora_comercial,tasa,%,2.3853655100860234,% de la cartera comercial,tasa,promedio
2022,09,La Araucanía,mora_comercial,tasa,%,1.7182501378657218,% de la cartera comercial,tasa,promedio
2023,09,La Araucanía,mora_comercial,tasa,%,2.6246017633976826,% de la cartera comercial,tasa,promedio
2024,09,La Araucanía,mora_comercial,tasa,%,2.840480672639476,% de la cartera comercial,tasa,promedio
2025,09,La Araucanía,mora_comercial,tasa,%,2.6530729741273684,% de la cartera comercial,tasa,promedio
2009,10,Los Lagos,mora_comercial,tasa,%,3.234429819286577,% de la cartera comercial,tasa,promedio
2010,10,Los Lagos,mora_comercial,tasa,%,3.9909074464898526,% de la cartera comercial,tasa,promedio
2011,10,Los Lagos,mora_comercial,tasa,%,4.06396416363251,% de la cartera comercial,tasa,promedio
2012,10,Los Lagos,mora_comercial,tasa,%,5.1181285648641,% de la cartera comercial,tasa,promedio
2013,10,Los Lagos,mora_comercial,tasa,%,4.6703839180079445,% de la cartera comercial,tasa,promedio
2014,10,Los Lagos,mora_comercial,tasa,%,3.0724715585271443,% de la cartera comercial,tasa,promedio
2015,10,Los Lagos,mora_comercial,tasa,%,2.169145529195395,% de la cartera comercial,tasa,promedio
2016,10,Los Lagos,mora_comercial,tasa,%,1.8550688813824516,% de la cartera comercial,tasa,promedio
2017,10,Los Lagos,mora_comercial,tasa,%,1.826084258645231,% de la cartera comercial,tasa,promedio
2018,10,Los Lagos,mora_comercial,tasa,%,1.8225684291691502,% de la cartera comercial,tasa,promedio
2019,10,Los Lagos,mora_comercial,tasa,%,1.7418622484912707,% de la cartera comercial,tasa,promedio
2020,10,Los Lagos,mora_comercial,tasa,%,1.499435214126799,% de la cartera comercial,tasa,promedio
2021,10,Los Lagos,mora_comercial,tasa,%,1.0749885985319436,% de la cartera comercial,tasa,promedio
2022,10,Los Lagos,mora_comercial,tasa,%,1.126660307309843,% de la cartera comercial,tasa,promedio
2023,10,Los Lagos,mora_comercial,tasa,%,1.7897329993611015,% de la cartera comercial,tasa,promedio
2024,10,Los Lagos,mora_comercial,tasa,%,2.2865643199832775,% de la cartera comercial,tasa,promedio
2025,10,Los Lagos,mora_comercial,tasa,%,1.990195652015795,% de la cartera comercial,tasa,promedio
2009,11,Aysén,mora_comercial,tasa,%,1.7550702436221057,% de la cartera comercial,tasa,promedio
2010,11,Aysén,mora_comercial,tasa,%,2.4066816982473145,% de la cartera comercial,tasa,promedio
2011,11,Aysén,mora_comercial,tasa,%,2.3293163518186124,% de la cartera comercial,tasa,promedio
2012,11,Aysén,mora_comercial,tasa,%,2.453923933484539,% de la cartera comercial,tasa,promedio
2013,11,Aysén,mora_comercial,tasa,%,2.6070035350109384,% de la cartera comercial,tasa,promedio
2014,11,Aysén,mora_comercial,tasa,%,2.0373475479359775,% de la cartera comercial,tasa,promedio
2015,11,Aysén,mora_comercial,tasa,%,0.9894461033536838,% de la cartera comercial,tasa,promedio
2016,11,Aysén,mora_comercial,tasa,%,1.1331602141930597,% de la cartera comercial,tasa,promedio
2017,11,Aysén,mora_comercial,tasa,%,1.3291940253486325,% de la cartera comercial,tasa,promedio
2018,11,Aysén,mora_comercial,tasa,%,1.3419894932871663,% de la cartera comercial,tasa,promedio
2019,11,Aysén,mora_comercial,tasa,%,1.62886879103368,% de la cartera comercial,tasa,promedio
2020,11,Aysén,mora_comercial,tasa,%,1.4492705624762667,% de la cartera comercial,tasa,promedio
2021,11,Aysén,mora_comercial,tasa,%,0.7160124918110391,% de la cartera comercial,tasa,promedio
2022,11,Aysén,mora_comercial,tasa,%,0.4098338789534166,% de la cartera comercial,tasa,promedio
2023,11,Aysén,mora_comercial,tasa,%,1.8202449395275455,% de la cartera comercial,tasa,promedio
2024,11,Aysén,mora_comercial,tasa,%,2.62538986568917,% de la cartera comercial,tasa,promedio
2025,11,Aysén,mora_comercial,tasa,%,1.9046371151854657,% de la cartera comercial,tasa,promedio
2009,12,Magallanes,mora_comercial,tasa,%,2.0653756753350416,% de la cartera comercial,tasa,promedio
2010,12,Magallanes,mora_comercial,tasa,%,2.492747312371395,% de la cartera comercial,tasa,promedio
2011,12,Magallanes,mora_comercial,tasa,%,2.092382115265192,% de la cartera comercial,tasa,promedio
2012,12,Magallanes,mora_comercial,tasa,%,1.6997036705388375,% de la cartera comercial,tasa,promedio
2013,12,Magallanes,mora_comercial,tasa,%,1.7340457099845,% de la cartera comercial,tasa,promedio
2014,12,Magallanes,mora_comercial,tasa,%,1.6694807244242191,% de la cartera comercial,tasa,promedio
2015,12,Magallanes,mora_comercial,tasa,%,1.7809917500036632,% de la cartera comercial,tasa,promedio
2016,12,Magallanes,mora_comercial,tasa,%,1.431467775607235,% de la cartera comercial,tasa,promedio
2017,12,Magallanes,mora_comercial,tasa,%,1.7211723585882623,% de la cartera comercial,tasa,promedio
2018,12,Magallanes,mora_comercial,tasa,%,1.4397185881784573,% de la cartera comercial,tasa,promedio
2019,12,Magallanes,mora_comercial,tasa,%,1.1050866283152128,% de la cartera comercial,tasa,promedio
2020,12,Magallanes,mora_comercial,tasa,%,0.8962860011068566,% de la cartera comercial,tasa,promedio
2021,12,Magallanes,mora_comercial,tasa,%,0.7214212609367205,% de la cartera comercial,tasa,promedio
2022,12,Magallanes,mora_comercial,tasa,%,0.7739271916165328,% de la cartera comercial,tasa,promedio
2023,12,Magallanes,mora_comercial,tasa,%,1.2276782028730002,% de la cartera comercial,tasa,promedio
2024,12,Magallanes,mora_comercial,tasa,%,2.16222725220176,% de la cartera comercial,tasa,promedio
2025,12,Magallanes,mora_comercial,tasa,%,2.0673648691893702,% de la cartera comercial,tasa,promedio
2009,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.1376949207020675,% de la cartera comercial,tasa,promedio
2010,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.2310535979621726,% de la cartera comercial,tasa,promedio
2011,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.1003183737257591,% de la cartera comercial,tasa,promedio
2012,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.076811325847986,% de la cartera comercial,tasa,promedio
2013,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.1559129127558168,% de la cartera comercial,tasa,promedio
2014,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.2424460542118383,% de la cartera comercial,tasa,promedio
2015,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.1633892839980267,% de la cartera comercial,tasa,promedio
2016,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.0367475937386001,% de la cartera comercial,tasa,promedio
2017,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.0460937081102148,% de la cartera comercial,tasa,promedio
2018,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.1007801890516775,% de la cartera comercial,tasa,promedio
2019,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.1421342786598034,% de la cartera comercial,tasa,promedio
2020,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.21049727277408,% de la cartera comercial,tasa,promedio
2021,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.3386220383580925,% de la cartera comercial,tasa,promedio
2022,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.1575177108963326,% de la cartera comercial,tasa,promedio
2023,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.39159873585999,% de la cartera comercial,tasa,promedio
2024,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.653096762008971,% de la cartera comercial,tasa,promedio
2025,13,Metropolitana de Santiago,mora_comercial,tasa,%,1.700743682827971,% de la cartera comercial,tasa,promedio
2009,14,Los Ríos,mora_comercial,tasa,%,3.5776883529190013,% de la cartera comercial,tasa,promedio
2010,14,Los Ríos,mora_comercial,tasa,%,3.7029889441782413,% de la cartera comercial,tasa,promedio
2011,14,Los Ríos,mora_comercial,tasa,%,3.070858106137121,% de la cartera comercial,tasa,promedio
2012,14,Los Ríos,mora_comercial,tasa,%,2.4652560230061744,% de la cartera comercial,tasa,promedio
2013,14,Los Ríos,mora_comercial,tasa,%,2.2096155995787266,% de la cartera comercial,tasa,promedio
2014,14,Los Ríos,mora_comercial,tasa,%,1.8492354962438633,% de la cartera comercial,tasa,promedio
2015,14,Los Ríos,mora_comercial,tasa,%,1.3758203773379067,% de la cartera comercial,tasa,promedio
2016,14,Los Ríos,mora_comercial,tasa,%,1.1149819716233758,% de la cartera comercial,tasa,promedio
2017,14,Los Ríos,mora_comercial,tasa,%,1.2712844310026516,% de la cartera comercial,tasa,promedio
2018,14,Los Ríos,mora_comercial,tasa,%,1.7461339582021698,% de la cartera comercial,tasa,promedio
2019,14,Los Ríos,mora_comercial,tasa,%,1.9327558854636535,% de la cartera comercial,tasa,promedio
2020,14,Los Ríos,mora_comercial,tasa,%,1.76184577135084,% de la cartera comercial,tasa,promedio
2021,14,Los Ríos,mora_comercial,tasa,%,1.4154332746500866,% de la cartera comercial,tasa,promedio
2022,14,Los Ríos,mora_comercial,tasa,%,2.0506035945561076,% de la cartera comercial,tasa,promedio
2023,14,Los Ríos,mora_comercial,tasa,%,2.4928784544522316,% de la cartera comercial,tasa,promedio
2024,14,Los Ríos,mora_comercial,tasa,%,2.386226667380109,% de la cartera comercial,tasa,promedio
2025,14,Los Ríos,mora_comercial,tasa,%,2.0541064505746642,% de la cartera comercial,tasa,promedio
2009,15,Arica y Parinacota,mora_comercial,tasa,%,5.555994486935749,% de la cartera comercial,tasa,promedio
2010,15,Arica y Parinacota,mora_comercial,tasa,%,5.057518733454627,% de la cartera comercial,tasa,promedio
2011,15,Arica y Parinacota,mora_comercial,tasa,%,4.413247196240218,% de la cartera comercial,tasa,promedio
2012,15,Arica y Parinacota,mora_comercial,tasa,%,4.21409609547931,% de la cartera comercial,tasa,promedio
2013,15,Arica y Parinacota,mora_comercial,tasa,%,6.254656300266833,% de la cartera comercial,tasa,promedio
2014,15,Arica y Parinacota,mora_comercial,tasa,%,8.979757038346985,% de la cartera comercial,tasa,promedio
2015,15,Arica y Parinacota,mora_comercial,tasa,%,8.011509986022292,% de la cartera comercial,tasa,promedio
2016,15,Arica y Parinacota,mora_comercial,tasa,%,5.575391113876608,% de la cartera comercial,tasa,promedio
2017,15,Arica y Parinacota,mora_comercial,tasa,%,4.538483185154695,% de la cartera comercial,tasa,promedio
2018,15,Arica y Parinacota,mora_comercial,tasa,%,3.2029061777518657,% de la cartera comercial,tasa,promedio
2019,15,Arica y Parinacota,mora_comercial,tasa,%,3.2491005265731228,% de la cartera comercial,tasa,promedio
2020,15,Arica y Parinacota,mora_comercial,tasa,%,3.350356883091949,% de la cartera comercial,tasa,promedio
2021,15,Arica y Parinacota,mora_comercial,tasa,%,1.873582431982335,% de la cartera comercial,tasa,promedio
2022,15,Arica y Parinacota,mora_comercial,tasa,%,2.2096692738174197,% de la cartera comercial,tasa,promedio
2023,15,Arica y Parinacota,mora_comercial,tasa,%,3.345636591815524,% de la cartera comercial,tasa,promedio
2024,15,Arica y Parinacota,mora_comercial,tasa,%,3.552235584858705,% de la cartera comercial,tasa,promedio
2025,15,Arica y Parinacota,mora_comercial,tasa,%,3.4859027478478004,% de la cartera comercial,tasa,promedio
2018,16,Ñuble,mora_comercial,tasa,%,2.57216645352101,% de la cartera comercial,tasa,promedio
2019,16,Ñuble,mora_comercial,tasa,%,2.5289005616760343,% de la cartera comercial,tasa,promedio
2020,16,Ñuble,mora_comercial,tasa,%,2.5215598378142166,% de la cartera comercial,tasa,promedio
2021,16,Ñuble,mora_comercial,tasa,%,1.700896763458801,% de la cartera comercial,tasa,promedio
2022,16,Ñuble,mora_comercial,tasa,%,1.433748986828044,% de la cartera comercial,tasa,promedio
2023,16,Ñuble,mora_comercial,tasa,%,1.9349133826314706,% de la cartera comercial,tasa,promedio
2024,16,Ñuble,mora_comercial,tasa,%,2.745676628218852,% de la cartera comercial,tasa,promedio
2025,16,Ñuble,mora_comercial,tasa,%,2.5699975064761476,% de la cartera comercial,tasa,promedio
2009,01,Tarapacá,mora_consumo,tasa,%,2.0070622766780275,% de la cartera de consumo,tasa,promedio
2010,01,Tarapacá,mora_consumo,tasa,%,1.5704402311539107,% de la cartera de consumo,tasa,promedio
2011,01,Tarapacá,mora_consumo,tasa,%,1.463932604840199,% de la cartera de consumo,tasa,promedio
2012,01,Tarapacá,mora_consumo,tasa,%,1.463301280199239,% de la cartera de consumo,tasa,promedio
2013,01,Tarapacá,mora_consumo,tasa,%,1.540773363560499,% de la cartera de consumo,tasa,promedio
2014,01,Tarapacá,mora_consumo,tasa,%,1.7168159274212325,% de la cartera de consumo,tasa,promedio
2015,01,Tarapacá,mora_consumo,tasa,%,1.8373868147829275,% de la cartera de consumo,tasa,promedio
2016,01,Tarapacá,mora_consumo,tasa,%,2.0291680007973167,% de la cartera de consumo,tasa,promedio
2017,01,Tarapacá,mora_consumo,tasa,%,2.4690248305683267,% de la cartera de consumo,tasa,promedio
2018,01,Tarapacá,mora_consumo,tasa,%,2.5409551488661974,% de la cartera de consumo,tasa,promedio
2019,01,Tarapacá,mora_consumo,tasa,%,2.7038618277794284,% de la cartera de consumo,tasa,promedio
2020,01,Tarapacá,mora_consumo,tasa,%,2.8881335786184703,% de la cartera de consumo,tasa,promedio
