anio,region_id,region_display,indicador,unidad,eje_espacial,valor,indice_base100,unidad_original,dimension,agregacion
2017,09,La Araucanía,superficie_habitacional,m2,True,780347.0,127.79773046997188,m2,superficie,total
2018,09,La Araucanía,superficie_habitacional,m2,True,953581.0,156.16832975495038,m2,superficie,total
2019,09,La Araucanía,superficie_habitacional,m2,True,960864.0,157.36106948613767,m2,superficie,total
2020,09,La Araucanía,superficie_habitacional,m2,True,638593.0,104.58262297927813,m2,superficie,total
2021,09,La Araucanía,superficie_habitacional,m2,True,668282.0,109.4448020097902,m2,superficie,total
2022,09,La Araucanía,superficie_habitacional,m2,True,521303.0,85.37399424510859,m2,superficie,total
2023,09,La Araucanía,superficie_habitacional,m2,True,729797.0,119.51913738861566,m2,superficie,total
2024,09,La Araucanía,superficie_habitacional,m2,True,439674.0,72.00558129480143,m2,superficie,total
2025,09,La Araucanía,superficie_habitacional,m2,True,609386.0,99.79938127547653,m2,superficie,total
2014,10,Los Lagos,superficie_habitacional,m2,True,465780.0,100.0,m2,superficie,total
2015,10,Los Lagos,superficie_habitacional,m2,True,503261.0,108.04693202799605,m2,superficie,total
2016,10,Los Lagos,superficie_habitacional,m2,True,373425.0,80.17196959938168,m2,superficie,total
2017,10,Los Lagos,superficie_habitacional,m2,True,501144.0,107.59242560865644,m2,superficie,total
2018,10,Los Lagos,superficie_habitacional,m2,True,512981.0,110.13375413285242,m2,superficie,total
2019,10,Los Lagos,superficie_habitacional,m2,True,592350.0,127.17377302589205,m2,superficie,total
2020,10,Los Lagos,superficie_habitacional,m2,True,292887.0,62.8809738503156,m2,superficie,total
2021,10,Los Lagos,superficie_habitacional,m2,True,454509.0,97.58018807162179,m2,superficie,total
2022,10,Los Lagos,superficie_habitacional,m2,True,311401.0,66.8558117566233,m2,superficie,total
2023,10,Los Lagos,superficie_habitacional,m2,True,573378.0,123.10060543604277,m2,superficie,total
2024,10,Los Lagos,superficie_habitacional,m2,True,508063.0,109.0778908497574,m2,superficie,total
2025,10,Los Lagos,superficie_habitacional,m2,True,535616.0,114.9933444974022,m2,superficie,total
2014,11,Aysén,superficie_habitacional,m2,True,68782.0,100.0,m2,superficie,total
2015,11,Aysén,superficie_habitacional,m2,True,51248.0,74.50786542990899,m2,superficie,total
2016,11,Aysén,superficie_habitacional,m2,True,52125.0,75.78290831903696,m2,superficie,total
2017,11,Aysén,superficie_habitacional,m2,True,70581.0,102.61550987176878,m2,superficie,total
2018,11,Aysén,superficie_habitacional,m2,True,54683.0,79.5019045680556,m2,superficie,total
2019,11,Aysén,superficie_habitacional,m2,True,51523.0,74.90767933470966,m2,superficie,total
2020,11,Aysén,superficie_habitacional,m2,True,69544.0,101.10784798348405,m2,superficie,total
2021,11,Aysén,superficie_habitacional,m2,True,32175.0,46.77822686167893,m2,superficie,total
2022,11,Aysén,superficie_habitacional,m2,True,67251.0,97.77412695181879,m2,superficie,total
2023,11,Aysén,superficie_habitacional,m2,True,36360.0,52.86266755837283,m2,superficie,total
2024,11,Aysén,superficie_habitacional,m2,True,90551.0,131.6492687040214,m2,superficie,total
2025,11,Aysén,superficie_habitacional,m2,True,60426.0,87.85147276903841,m2,superficie,total
2014,12,Magallanes,superficie_habitacional,m2,True,79366.0,100.0,m2,superficie,total
2015,12,Magallanes,superficie_habitacional,m2,True,71228.0,89.74623894362826,m2,superficie,total
2016,12,Magallanes,superficie_habitacional,m2,True,74733.0,94.1624877151425,m2,superficie,total
2017,12,Magallanes,superficie_habitacional,m2,True,108767.0,137.04483027996875,m2,superficie,total
2018,12,Magallanes,superficie_habitacional,m2,True,175054.0,220.56548144041528,m2,superficie,total
2019,12,Magallanes,superficie_habitacional,m2,True,98371.0,123.94602222614218,m2,superficie,total
2020,12,Magallanes,superficie_habitacional,m2,True,47327.0,59.631328276591994,m2,superficie,total
2021,12,Magallanes,superficie_habitacional,m2,True,64382.0,81.12037900360356,m2,superficie,total
2022,12,Magallanes,superficie_habitacional,m2,True,59122.0,74.49285588287177,m2,superficie,total
2023,12,Magallanes,superficie_habitacional,m2,True,38243.0,48.18562104679586,m2,superficie,total
2024,12,Magallanes,superficie_habitacional,m2,True,62635.0,78.91918453745937,m2,superficie,total
2025,12,Magallanes,superficie_habitacional,m2,True,39579.0,49.86896152004637,m2,superficie,total
2014,13,Metropolitana de Santiago,superficie_habitacional,m2,True,5885811.0,100.0,m2,superficie,total
2015,13,Metropolitana de Santiago,superficie_habitacional,m2,True,6954614.0,118.15897588284776,m2,superficie,total
2016,13,Metropolitana de Santiago,superficie_habitacional,m2,True,5175368.0,87.92956484671356,m2,superficie,total
2017,13,Metropolitana de Santiago,superficie_habitacional,m2,True,4602894.0,78.20322467031306,m2,superficie,total
2018,13,Metropolitana de Santiago,superficie_habitacional,m2,True,5554321.0,94.36798089507121,m2,superficie,total
2019,13,Metropolitana de Santiago,superficie_habitacional,m2,True,6080516.0,103.30804030234746,m2,superficie,total
2020,13,Metropolitana de Santiago,superficie_habitacional,m2,True,4340576.0,73.74643868109254,m2,superficie,total
2021,13,Metropolitana de Santiago,superficie_habitacional,m2,True,5853338.0,99.44828333767428,m2,superficie,total
2022,13,Metropolitana de Santiago,superficie_habitacional,m2,True,4501108.0,76.47387930057558,m2,superficie,total
2023,13,Metropolitana de Santiago,superficie_habitacional,m2,True,2529253.0,42.972039027416955,m2,superficie,total
2024,13,Metropolitana de Santiago,superficie_habitacional,m2,True,2246081.0,38.1609433262468,m2,superficie,total
2025,13,Metropolitana de Santiago,superficie_habitacional,m2,True,2076461.0,35.279097476966214,m2,superficie,total
2014,14,Los Ríos,superficie_habitacional,m2,True,199901.0,100.0,m2,superficie,total
2015,14,Los Ríos,superficie_habitacional,m2,True,218238.0,109.17304065512428,m2,superficie,total
2016,14,Los Ríos,superficie_habitacional,m2,True,244193.0,122.156967699011,m2,superficie,total
2017,14,Los Ríos,superficie_habitacional,m2,True,301262.0,150.70559927163947,m2,superficie,total
2018,14,Los Ríos,superficie_habitacional,m2,True,387758.0,193.9750176337287,m2,superficie,total
2019,14,Los Ríos,superficie_habitacional,m2,True,246591.0,123.35656149794148,m2,superficie,total
2020,14,Los Ríos,superficie_habitacional,m2,True,181532.0,90.81095142095337,m2,superficie,total
2021,14,Los Ríos,superficie_habitacional,m2,True,229776.0,114.94489772437356,m2,superficie,total
2022,14,Los Ríos,superficie_habitacional,m2,True,173101.0,86.59336371503895,m2,superficie,total
2023,14,Los Ríos,superficie_habitacional,m2,True,113624.0,56.84013586725429,m2,superficie,total
2024,14,Los Ríos,superficie_habitacional,m2,True,122038.0,61.049219363584974,m2,superficie,total
2025,14,Los Ríos,superficie_habitacional,m2,True,183324.0,91.7073951606045,m2,superficie,total
2014,15,Arica y Parinacota,superficie_habitacional,m2,True,80726.0,100.0,m2,superficie,total
2015,15,Arica y Parinacota,superficie_habitacional,m2,True,161808.0,200.44099794366127,m2,superficie,total
2016,15,Arica y Parinacota,superficie_habitacional,m2,True,117219.0,145.20600550008672,m2,superficie,total
2017,15,Arica y Parinacota,superficie_habitacional,m2,True,120221.0,148.92475782275847,m2,superficie,total
2018,15,Arica y Parinacota,superficie_habitacional,m2,True,146407.0,181.36288184723634,m2,superficie,total
2019,15,Arica y Parinacota,superficie_habitacional,m2,True,137381.0,170.18184971384684,m2,superficie,total
2020,15,Arica y Parinacota,superficie_habitacional,m2,True,227966.0,282.394767485073,m2,superficie,total
2021,15,Arica y Parinacota,superficie_habitacional,m2,True,128264.0,158.8880905780046,m2,superficie,total
2022,15,Arica y Parinacota,superficie_habitacional,m2,True,90296.0,111.85491663156851,m2,superficie,total
2023,15,Arica y Parinacota,superficie_habitacional,m2,True,53488.0,66.2587022768377,m2,superficie,total
2024,15,Arica y Parinacota,superficie_habitacional,m2,True,179491.0,222.34596040928574,m2,superficie,total
2025,15,Arica y Parinacota,superficie_habitacional,m2,True,149562.0,185.27116418502092,m2,superficie,total
2018,16,Ñuble,superficie_habitacional,m2,True,46567.0,,m2,superficie,total
2019,16,Ñuble,superficie_habitacional,m2,True,382639.0,,m2,superficie,total
2020,16,Ñuble,superficie_habitacional,m2,True,273038.0,,m2,superficie,total
2021,16,Ñuble,superficie_habitacional,m2,True,324226.0,,m2,superficie,total
2022,16,Ñuble,superficie_habitacional,m2,True,360842.0,,m2,superficie,total
2023,16,Ñuble,superficie_habitacional,m2,True,359977.0,,m2,superficie,total
2024,16,Ñuble,superficie_habitacional,m2,True,416632.0,,m2,superficie,total
2025,16,Ñuble,superficie_habitacional,m2,True,435466.0,,m2,superficie,total
2014,01,Tarapacá,superficie_no_habitacional,m2,True,136406.0,100.0,m2,superficie,total
2015,01,Tarapacá,superficie_no_habitacional,m2,True,163373.0,119.76965822617774,m2,superficie,total
2016,01,Tarapacá,superficie_no_habitacional,m2,True,156895.0,115.02060026685044,m2,superficie,total
2017,01,Tarapacá,superficie_no_habitacional,m2,True,113641.0,83.31085142882277,m2,superficie,total
2018,01,Tarapacá,superficie_no_habitacional,m2,True,207507.0,152.12453997624738,m2,superficie,total
2019,01,Tarapacá,superficie_no_habitacional,m2,True,138016.0,101.1802999868041,m2,superficie,total
2020,01,Tarapacá,superficie_no_habitacional,m2,True,112062.0,82.15327771505652,m2,superficie,total
2021,01,Tarapacá,superficie_no_habitacional,m2,True,95248.0,69.82684046156328,m2,superficie,total
2022,01,Tarapacá,superficie_no_habitacional,m2,True,112429.0,82.4223274636013,m2,superficie,total
2023,01,Tarapacá,superficie_no_habitacional,m2,True,98261.0,72.03568757972523,m2,superficie,total
2024,01,Tarapacá,superficie_no_habitacional,m2,True,135626.0,99.4281776461446,m2,superficie,total
2025,01,Tarapacá,superficie_no_habitacional,m2,True,129980.0,95.28906353092972,m2,superficie,total
2014,02,Antofagasta,superficie_no_habitacional,m2,True,656823.0,100.0,m2,superficie,total
2015,02,Antofagasta,superficie_no_habitacional,m2,True,406314.0,61.86050123092522,m2,superficie,total
2016,02,Antofagasta,superficie_no_habitacional,m2,True,283783.0,43.2053993237143,m2,superficie,total
2017,02,Antofagasta,superficie_no_habitacional,m2,True,303744.0,46.244422013236445,m2,superficie,total
2018,02,Antofagasta,superficie_no_habitacional,m2,True,304034.0,46.28857393848875,m2,superficie,total
2019,02,Antofagasta,superficie_no_habitacional,m2,True,270319.0,41.155532007862085,m2,superficie,total
2020,02,Antofagasta,superficie_no_habitacional,m2,True,189673.0,28.87733833924817,m2,superficie,total
2021,02,Antofagasta,superficie_no_habitacional,m2,True,268568.0,40.88894572814898,m2,superficie,total
2022,02,Antofagasta,superficie_no_habitacional,m2,True,164143.0,24.990446436863508,m2,superficie,total
2023,02,Antofagasta,superficie_no_habitacional,m2,True,166691.0,25.378374387011416,m2,superficie,total
2024,02,Antofagasta,superficie_no_habitacional,m2,True,217798.0,33.159313848631975,m2,superficie,total
2025,02,Antofagasta,superficie_no_habitacional,m2,True,345794.0,52.646451174821834,m2,superficie,total
2014,03,Atacama,superficie_no_habitacional,m2,True,201256.0,100.0,m2,superficie,total
2015,03,Atacama,superficie_no_habitacional,m2,True,76976.0,38.247803792185074,m2,superficie,total
2016,03,Atacama,superficie_no_habitacional,m2,True,89308.0,44.37532297173749,m2,superficie,total
2017,03,Atacama,superficie_no_habitacional,m2,True,88912.0,44.17855865166753,m2,superficie,total
2018,03,Atacama,superficie_no_habitacional,m2,True,120595.0,59.92119489605279,m2,superficie,total
2019,03,Atacama,superficie_no_habitacional,m2,True,121845.0,60.542294391223116,m2,superficie,total
2020,03,Atacama,superficie_no_habitacional,m2,True,51298.0,25.488929522598085,m2,superficie,total
2021,03,Atacama,superficie_no_habitacional,m2,True,88230.0,43.8396867671026,m2,superficie,total
2022,03,Atacama,superficie_no_habitacional,m2,True,71248.0,35.401677465516556,m2,superficie,total
2023,03,Atacama,superficie_no_habitacional,m2,True,56825.0,28.235183050443215,m2,superficie,total
2024,03,Atacama,superficie_no_habitacional,m2,True,63484.0,31.5439042811146,m2,superficie,total
2025,03,Atacama,superficie_no_habitacional,m2,True,54538.0,27.098819414079582,m2,superficie,total
2014,04,Coquimbo,superficie_no_habitacional,m2,True,373123.0,100.0,m2,superficie,total
2015,04,Coquimbo,superficie_no_habitacional,m2,True,222139.0,59.53505948440595,m2,superficie,total
2016,04,Coquimbo,superficie_no_habitacional,m2,True,208704.0,55.934370167478285,m2,superficie,total
2017,04,Coquimbo,superficie_no_habitacional,m2,True,201713.0,54.06072528361961,m2,superficie,total
2018,04,Coquimbo,superficie_no_habitacional,m2,True,263174.0,70.53277337499966,m2,superficie,total
2019,04,Coquimbo,superficie_no_habitacional,m2,True,306086.0,82.03353853823002,m2,superficie,total
2020,04,Coquimbo,superficie_no_habitacional,m2,True,117147.0,31.396349193161505,m2,superficie,total
2021,04,Coquimbo,superficie_no_habitacional,m2,True,143883.0,38.5618147366954,m2,superficie,total
2022,04,Coquimbo,superficie_no_habitacional,m2,True,85926.0,23.028867156406868,m2,superficie,total
2023,04,Coquimbo,superficie_no_habitacional,m2,True,91029.0,24.396512678124907,m2,superficie,total
2024,04,Coquimbo,superficie_no_habitacional,m2,True,278737.0,74.70378400688244,m2,superficie,total
2025,04,Coquimbo,superficie_no_habitacional,m2,True,136235.0,36.51208850700707,m2,superficie,total
2014,05,Valparaíso,superficie_no_habitacional,m2,True,587764.0,100.0,m2,superficie,total
2015,05,Valparaíso,superficie_no_habitacional,m2,True,562090.0,95.63192029453998,m2,superficie,total
2016,05,Valparaíso,superficie_no_habitacional,m2,True,619789.0,105.44861543068306,m2,superficie,total
2017,05,Valparaíso,superficie_no_habitacional,m2,True,605115.0,102.95203517057867,m2,superficie,total
2018,05,Valparaíso,superficie_no_habitacional,m2,True,495460.0,84.29573774508135,m2,superficie,total
2019,05,Valparaíso,superficie_no_habitacional,m2,True,327135.0,55.65754282331004,m2,superficie,total
2020,05,Valparaíso,superficie_no_habitacional,m2,True,394777.0,67.16590332174138,m2,superficie,total
2021,05,Valparaíso,superficie_no_habitacional,m2,True,278676.0,47.41290722126568,m2,superficie,total
2022,05,Valparaíso,superficie_no_habitacional,m2,True,246834.0,41.99542673590081,m2,superficie,total
2023,05,Valparaíso,superficie_no_habitacional,m2,True,149554.0,25.444566186428567,m2,superficie,total
2024,05,Valparaíso,superficie_no_habitacional,m2,True,252533.0,42.96503358490823,m2,superficie,total
2025,05,Valparaíso,superficie_no_habitacional,m2,True,319847.0,54.417589372605335,m2,superficie,total
2014,06,O'Higgins,superficie_no_habitacional,m2,True,392123.0,100.0,m2,superficie,total
2015,06,O'Higgins,superficie_no_habitacional,m2,True,318271.0,81.16611369391747,m2,superficie,total
2016,06,O'Higgins,superficie_no_habitacional,m2,True,313737.0,80.00984385001645,m2,superficie,total
2017,06,O'Higgins,superficie_no_habitacional,m2,True,450221.0,114.81626938486139,m2,superficie,total
2018,06,O'Higgins,superficie_no_habitacional,m2,True,340517.0,86.83933357645432,m2,superficie,total
2019,06,O'Higgins,superficie_no_habitacional,m2,True,294705.0,75.1562647434606,m2,superficie,total
2020,06,O'Higgins,superficie_no_habitacional,m2,True,473424.0,120.73354534164025,m2,superficie,total
2021,06,O'Higgins,superficie_no_habitacional,m2,True,185997.0,47.433330868120464,m2,superficie,total
2022,06,O'Higgins,superficie_no_habitacional,m2,True,315706.0,80.5119822096638,m2,superficie,total
2023,06,O'Higgins,superficie_no_habitacional,m2,True,175225.0,44.68623365627622,m2,superficie,total
2024,06,O'Higgins,superficie_no_habitacional,m2,True,215963.0,55.0753207539471,m2,superficie,total
2025,06,O'Higgins,superficie_no_habitacional,m2,True,278023.0,70.90198738661083,m2,superficie,total
2014,07,Maule,superficie_no_habitacional,m2,True,392421.0,100.0,m2,superficie,total
2015,07,Maule,superficie_no_habitacional,m2,True,380652.0,97.0009250269481,m2,superficie,total
2016,07,Maule,superficie_no_habitacional,m2,True,569496.0,145.12373191037176,m2,superficie,total
2017,07,Maule,superficie_no_habitacional,m2,True,481355.0,122.66290540006779,m2,superficie,total
2018,07,Maule,superficie_no_habitacional,m2,True,432047.0,110.09782860754139,m2,superficie,total
2019,07,Maule,superficie_no_habitacional,m2,True,481262.0,122.6392063625545,m2,superficie,total
2020,07,Maule,superficie_no_habitacional,m2,True,190695.0,48.594494178446105,m2,superficie,total
2021,07,Maule,superficie_no_habitacional,m2,True,169318.0,43.14702831907569,m2,superficie,total
2022,07,Maule,superficie_no_habitacional,m2,True,270522.0,68.93667770073468,m2,superficie,total
2023,07,Maule,superficie_no_habitacional,m2,True,268730.0,68.48002527897334,m2,superficie,total
2024,07,Maule,superficie_no_habitacional,m2,True,318248.0,81.0986160271749,m2,superficie,total
2025,07,Maule,superficie_no_habitacional,m2,True,321661.0,81.96834522107635,m2,superficie,total
2014,08,Biobío,superficie_no_habitacional,m2,True,800725.0,100.0,m2,superficie,total
2015,08,Biobío,superficie_no_habitacional,m2,True,636895.0,79.5397920634425,m2,superficie,total
2016,08,Biobío,superficie_no_habitacional,m2,True,876696.0,109.48777670236348,m2,superficie,total
2017,08,Biobío,superficie_no_habitacional,m2,True,537577.0,67.13628274376346,m2,superficie,total
2018,08,Biobío,superficie_no_habitacional,m2,True,442671.0,55.28377407974023,m2,superficie,total
2019,08,Biobío,superficie_no_habitacional,m2,True,435303.0,54.36360798026788,m2,superficie,total
2020,08,Biobío,superficie_no_habitacional,m2,True,208899.0,26.088732086546568,m2,superficie,total
2021,08,Biobío,superficie_no_habitacional,m2,True,301510.0,37.654625495644574,m2,superficie,total
2022,08,Biobío,superficie_no_habitacional,m2,True,237984.0,29.721065284585844,m2,superficie,total
2023,08,Biobío,superficie_no_habitacional,m2,True,227307.0,28.38764869337163,m2,superficie,total
2024,08,Biobío,superficie_no_habitacional,m2,True,332944.0,41.580317836960255,m2,superficie,total
2025,08,Biobío,superficie_no_habitacional,m2,True,494997.0,61.818601892035346,m2,superficie,total
2014,09,La Araucanía,superficie_no_habitacional,m2,True,238058.0,100.0,m2,superficie,total
2015,09,La Araucanía,superficie_no_habitacional,m2,True,268577.0,112.81998504566114,m2,superficie,total
2016,09,La Araucanía,superficie_no_habitacional,m2,True,324088.0,136.13825202261634,m2,superficie,total
2017,09,La Araucanía,superficie_no_habitacional,m2,True,344026.0,144.5135219148275,m2,superficie,total
2018,09,La Araucanía,superficie_no_habitacional,m2,True,340216.0,142.91307160439894,m2,superficie,total
2019,09,La Araucanía,superficie_no_habitacional,m2,True,330418.0,138.79726789269841,m2,superficie,total
2020,09,La Araucanía,superficie_no_habitacional,m2,True,235460.0,98.908669315881,m2,superficie,total
2021,09,La Araucanía,superficie_no_habitacional,m2,True,158448.0,66.55856976031052,m2,superficie,total
2022,09,La Araucanía,superficie_no_habitacional,m2,True,152354.0,63.99868939502138,m2,superficie,total
2023,09,La Araucanía,superficie_no_habitacional,m2,True,191747.0,80.54633744717674,m2,superficie,total
2024,09,La Araucanía,superficie_no_habitacional,m2,True,170638.0,71.67917062228533,m2,superficie,total
2025,09,La Araucanía,superficie_no_habitacional,m2,True,200981.0,84.42522410505003,m2,superficie,total
2014,10,Los Lagos,superficie_no_habitacional,m2,True,375206.0,100.0,m2,superficie,total
2015,10,Los Lagos,superficie_no_habitacional,m2,True,303022.0,80.76150168174283,m2,superficie,total
2016,10,Los Lagos,superficie_no_habitacional,m2,True,290120.0,77.32285731038417,m2,superficie,total
2017,10,Los Lagos,superficie_no_habitacional,m2,True,284667.0,75.86952234239324,m2,superficie,total
2018,10,Los Lagos,superficie_no_habitacional,m2,True,316851.0,84.44721033245737,m2,superficie,total
2019,10,Los Lagos,superficie_no_habitacional,m2,True,341585.0,91.03932239889554,m2,superficie,total
2020,10,Los Lagos,superficie_no_habitacional,m2,True,193442.0,51.55621178765798,m2,superficie,total
2021,10,Los Lagos,superficie_no_habitacional,m2,True,129490.0,34.51170823494294,m2,superficie,total
2022,10,Los Lagos,superficie_no_habitacional,m2,True,134504.0,35.84804080958194,m2,superficie,total
2023,10,Los Lagos,superficie_no_habitacional,m2,True,163288.0,43.519559921749654,m2,superficie,total
2024,10,Los Lagos,superficie_no_habitacional,m2,True,210256.0,56.037483409113925,m2,superficie,total
2025,10,Los Lagos,superficie_no_habitacional,m2,True,262311.0,69.91119544996616,m2,superficie,total
2014,11,Aysén,superficie_no_habitacional,m2,True,37403.0,100.0,m2,superficie,total
2015,11,Aysén,superficie_no_habitacional,m2,True,44600.0,119.24177205037029,m2,superficie,total
2016,11,Aysén,superficie_no_habitacional,m2,True,36331.0,97.13391973905837,m2,superficie,total
2017,11,Aysén,superficie_no_habitacional,m2,True,34575.0,92.43910916236665,m2,superficie,total
2018,11,Aysén,superficie_no_habitacional,m2,True,34468.0,92.15303585273908,m2,superficie,total
2019,11,Aysén,superficie_no_habitacional,m2,True,28380.0,75.87626660963025,m2,superficie,total
2020,11,Aysén,superficie_no_habitacional,m2,True,19440.0,51.97444055289682,m2,superficie,total
2021,11,Aysén,superficie_no_habitacional,m2,True,31901.0,85.28995000401038,m2,superficie,total
2022,11,Aysén,superficie_no_habitacional,m2,True,39339.0,105.17605539662594,m2,superficie,total
2023,11,Aysén,superficie_no_habitacional,m2,True,60609.0,162.0431516188541,m2,superficie,total
2024,11,Aysén,superficie_no_habitacional,m2,True,23045.0,61.612704863246265,m2,superficie,total
2025,11,Aysén,superficie_no_habitacional,m2,True,28708.0,76.75320161484373,m2,superficie,total
2014,12,Magallanes,superficie_no_habitacional,m2,True,81501.0,100.0,m2,superficie,total
2015,12,Magallanes,superficie_no_habitacional,m2,True,71108.0,87.24800922688065,m2,superficie,total
2016,12,Magallanes,superficie_no_habitacional,m2,True,46410.0,56.94408657562484,m2,superficie,total
2017,12,Magallanes,superficie_no_habitacional,m2,True,100033.0,122.7383713083275,m2,superficie,total
2018,12,Magallanes,superficie_no_habitacional,m2,True,89262.0,109.52258254499945,m2,superficie,total
2019,12,Magallanes,superficie_no_habitacional,m2,True,108466.0,133.085483613698,m2,superficie,total
2020,12,Magallanes,superficie_no_habitacional,m2,True,24940.0,30.600851523294192,m2,superficie,total
2021,12,Magallanes,superficie_no_habitacional,m2,True,37571.0,46.098820873363515,m2,superficie,total
2022,12,Magallanes,superficie_no_habitacional,m2,True,42032.0,51.57237334511233,m2,superficie,total
2023,12,Magallanes,superficie_no_habitacional,m2,True,25824.0,31.68550079140133,m2,superficie,total
2024,12,Magallanes,superficie_no_habitacional,m2,True,41233.0,50.59201727586164,m2,superficie,total
2025,12,Magallanes,superficie_no_habitacional,m2,True,23852.0,29.26589857793156,m2,superficie,total
2014,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,3598558.0,100.0,m2,superficie,total
2015,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,3091605.0,85.91232932746951,m2,superficie,total
2016,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,2683347.0,74.56728500693889,m2,superficie,total
2017,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,2262405.0,62.869766167448184,m2,superficie,total
2018,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,2082570.0,57.872347757073804,m2,superficie,total
2019,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,2286785.0,63.547259763494154,m2,superficie,total
2020,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,1813627.0,50.3987152631693,m2,superficie,total
2021,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,1985414.0,55.17248853568568,m2,superficie,total
2022,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,2130321.0,59.19929594020716,m2,superficie,total
2023,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,1508863.0,41.92965626787174,m2,superficie,total
2024,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,1417144.0,39.38088534351815,m2,superficie,total
2025,13,Metropolitana de Santiago,superficie_no_habitacional,m2,True,1505541.0,41.837341512906,m2,superficie,total
2014,14,Los Ríos,superficie_no_habitacional,m2,True,226822.0,100.0,m2,superficie,total
2015,14,Los Ríos,superficie_no_habitacional,m2,True,112943.0,49.79367080794632,m2,superficie,total
2016,14,Los Ríos,superficie_no_habitacional,m2,True,122070.0,53.81753092733509,m2,superficie,total
2017,14,Los Ríos,superficie_no_habitacional,m2,True,120088.0,52.94371798150091,m2,superficie,total
2018,14,Los Ríos,superficie_no_habitacional,m2,True,159649.0,70.38514782516687,m2,superficie,total
2019,14,Los Ríos,superficie_no_habitacional,m2,True,138716.0,61.156325224184606,m2,superficie,total
2020,14,Los Ríos,superficie_no_habitacional,m2,True,55781.0,24.59241167082558,m2,superficie,total
2021,14,Los Ríos,superficie_no_habitacional,m2,True,62975.0,27.764061687137932,m2,superficie,total
2022,14,Los Ríos,superficie_no_habitacional,m2,True,97583.0,43.021840914902434,m2,superficie,total
2023,14,Los Ríos,superficie_no_habitacional,m2,True,83746.0,36.921462644717,m2,superficie,total
2024,14,Los Ríos,superficie_no_habitacional,m2,True,119999.0,52.904480165063354,m2,superficie,total
2025,14,Los Ríos,superficie_no_habitacional,m2,True,155998.0,68.77551560254297,m2,superficie,total
2014,15,Arica y Parinacota,superficie_no_habitacional,m2,True,91788.0,100.0,m2,superficie,total
2015,15,Arica y Parinacota,superficie_no_habitacional,m2,True,89659.0,97.68052468732296,m2,superficie,total
2016,15,Arica y Parinacota,superficie_no_habitacional,m2,True,73948.0,80.5639081361398,m2,superficie,total
2017,15,Arica y Parinacota,superficie_no_habitacional,m2,True,28605.0,31.164204471172702,m2,superficie,total
2018,15,Arica y Parinacota,superficie_no_habitacional,m2,True,121629.0,132.510785723624,m2,superficie,total
2019,15,Arica y Parinacota,superficie_no_habitacional,m2,True,40612.0,44.24543513313287,m2,superficie,total
2020,15,Arica y Parinacota,superficie_no_habitacional,m2,True,27092.0,29.51584085065586,m2,superficie,total
2021,15,Arica y Parinacota,superficie_no_habitacional,m2,True,56816.0,61.899158931450735,m2,superficie,total
2022,15,Arica y Parinacota,superficie_no_habitacional,m2,True,51235.0,55.81884342179806,m2,superficie,total
2023,15,Arica y Parinacota,superficie_no_habitacional,m2,True,25627.0,27.91977164770994,m2,superficie,total
2024,15,Arica y Parinacota,superficie_no_habitacional,m2,True,47084.0,51.29646576894583,m2,superficie,total
2025,15,Arica y Parinacota,superficie_no_habitacional,m2,True,20912.0,22.782934588399353,m2,superficie,total
2018,16,Ñuble,superficie_no_habitacional,m2,True,32257.0,,m2,superficie,total
2019,16,Ñuble,superficie_no_habitacional,m2,True,292439.0,,m2,superficie,total
2020,16,Ñuble,superficie_no_habitacional,m2,True,129037.0,,m2,superficie,total
2021,16,Ñuble,superficie_no_habitacional,m2,True,116795.0,,m2,superficie,total
2022,16,Ñuble,superficie_no_habitacional,m2,True,69335.0,,m2,superficie,total
2023,16,Ñuble,superficie_no_habitacional,m2,True,78381.0,,m2,superficie,total
2024,16,Ñuble,superficie_no_habitacional,m2,True,118608.0,,m2,superficie,total
2025,16,Ñuble,superficie_no_habitacional,m2,True,195662.0,,m2,superficie,total
2014,01,Tarapacá,viviendas_autorizadas,unidades,True,2762.0,100.0,unidades,conteo,total
2015,01,Tarapacá,viviendas_autorizadas,unidades,True,4021.0,145.5829109341057,unidades,conteo,total
2016,01,Tarapacá,viviendas_autorizadas,unidades,True,3333.0,120.67342505430847,unidades,conteo,total
2017,01,Tarapacá,viviendas_autorizadas,unidades,True,1768.0,64.01158580738596,unidades,conteo,total
2018,01,Tarapacá,viviendas_autorizadas,unidades,True,2124.0,76.90079652425779,unidades,conteo,total
2019,01,Tarapacá,viviendas_autorizadas,unidades,True,1502.0,54.38088341781318,unidades,conteo,total
2020,01,Tarapacá,viviendas_autorizadas,unidades,True,3476.0,125.85083272990586,unidades,conteo,total
2021,01,Tarapacá,viviendas_autorizadas,unidades,True,3105.0,112.41853729181753,unidades,conteo,total
