CAPÍTULO,NOMBRE CUADRO,CÓDIGO,NOMBRE DE LA SERIE,Frecuencia,Region_Id,Region_Name,Sector_Id,Sector_Name,Dominio,Unidad_Medida
Regionales,"Componentes de las exportaciones Región de Los Ríos, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.03.Z.Z.14.0.A,Minería,A,14,Los Ríos,03,Minería,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Los Ríos, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.04.Z.Z.14.0.A,Industria,A,14,Los Ríos,04,Industria,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Los Ríos, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.14.0.A,Exportación Servicios,A,14,Los Ríos,XBS,Exportaciones de servicios,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Los Lagos, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.10.0.A,Exportación Bienes,A,10,Los Lagos,XBI,Exportaciones de bienes,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Los Lagos, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.102.Z.Z.10.0.A,Agropecuario-Silvícola-Pesca,A,10,Los Lagos,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Los Lagos, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.03.Z.Z.10.0.A,Minería,A,10,Los Lagos,03,Minería,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Los Lagos, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.04.Z.Z.10.0.A,Industria,A,10,Los Lagos,04,Industria,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Los Lagos, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.10.0.A,Exportación Servicios,A,10,Los Lagos,XBS,Exportaciones de servicios,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Aysén del General Carlos Ibáñez del Campo, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.11.0.A,Exportación Bienes,A,11,Aysén,XBI,Exportaciones de bienes,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Aysén del General Carlos Ibáñez del Campo, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.102.Z.Z.11.0.A,Agropecuario-Silvícola-Pesca,A,11,Aysén,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Aysén del General Carlos Ibáñez del Campo, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.03.Z.Z.11.0.A,Minería,A,11,Aysén,03,Minería,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Aysén del General Carlos Ibáñez del Campo, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.04.Z.Z.11.0.A,Industria,A,11,Aysén,04,Industria,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Aysén del General Carlos Ibáñez del Campo, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.11.0.A,Exportación Servicios,A,11,Aysén,XBS,Exportaciones de servicios,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Magallanes y de la Antártica Chilena, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.XBI.Z.Z.12.0.A,Exportación Bienes,A,12,Magallanes,XBI,Exportaciones de bienes,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Magallanes y de la Antártica Chilena, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.102.Z.Z.12.0.A,Agropecuario-Silvícola-Pesca,A,12,Magallanes,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Magallanes y de la Antártica Chilena, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.03.Z.Z.12.0.A,Minería,A,12,Magallanes,03,Minería,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Magallanes y de la Antártica Chilena, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.04.Z.Z.12.0.A,Industria,A,12,Magallanes,04,Industria,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Componentes de las exportaciones Región de Magallanes y de la Antártica Chilena, anual, volumen a precios del año anterior encadenado, referencia 2018 (miles de millones de pesos encadenados)",F035.XSE.FLU.R.CLP.2018.XBS.Z.Z.12.0.A,Exportación Servicios,A,12,Magallanes,XBS,Exportaciones de servicios,Exportaciones Regionales,Pesos Chilenos (CLP)
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.15.0.A,Región de Arica y Parinacota,A,15,Arica y Parinacota,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.01.0.A,Región de Tarapacá,A,01,Tarapacá,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.02.0.A,Región de Antofagasta,A,02,Antofagasta,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.03.0.A,Región de Atacama,A,03,Atacama,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.04.0.A,Región de Coquimbo,A,04,Coquimbo,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.05.0.A,Región de Valparaíso,A,05,Valparaíso,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.13.0.A,Región Metropolitana de Santiago,A,13,Metropolitana de Santiago,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.06.0.A,Región del Libertador General Bernardo OHiggins,A,06,O'Higgins,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.07.0.A,Región de Maule,A,07,Maule,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.16.0.A,Región de Ñuble,A,16,Ñuble,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.08.0.A,Región del Biobío,A,08,Biobío,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.09.0.A,Región de La Araucanía,A,09,La Araucanía,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.14.0.A,Región de Los Ríos,A,14,Los Ríos,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.10.0.A,Región de Los Lagos,A,10,Los Lagos,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.11.0.A,Región de Aysén del General Carlos Ibáñez del Campo,A,11,Aysén,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.12.0.A,Región de Magallanes y de la Antártica Chilena,A,12,Magallanes,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.98.0.A,Subtotal regionalizado,A,Nacional,Total Nacional,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.99.0.A,Extrarregional,A,Nacional,Total Nacional,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios regional, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.Z.Z.Z.Z.0.A,Exportaciones de Bienes y Servicios,A,Nacional,Total Nacional,Z,Total regional (sin desglose sectorial),Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Arica y Parinacota, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.15.0.A,Exportación Bienes,A,15,Arica y Parinacota,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Arica y Parinacota, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.102.Z.Z.15.0.A,Agropecuario-Silvícola-Pesca,A,15,Arica y Parinacota,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Arica y Parinacota, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.03.Z.Z.15.0.A,Minería,A,15,Arica y Parinacota,03,Minería,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Arica y Parinacota, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.04.Z.Z.15.0.A,Industria,A,15,Arica y Parinacota,04,Industria,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Arica y Parinacota, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBS.Z.Z.15.0.A,Exportación Servicios,A,15,Arica y Parinacota,XBS,Exportaciones de servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Arica y Parinacota, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.15.0.A,Exportaciones de Bienes y Servicios,A,15,Arica y Parinacota,XBSSR,Exportaciones de bienes y servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Tarapacá, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.01.0.A,Exportación Bienes,A,01,Tarapacá,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Tarapacá, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.102.Z.Z.01.0.A,Agropecuario-Silvícola-Pesca,A,01,Tarapacá,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Tarapacá, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.03.Z.Z.01.0.A,Minería,A,01,Tarapacá,03,Minería,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Tarapacá, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.04.Z.Z.01.0.A,Industria,A,01,Tarapacá,04,Industria,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Tarapacá, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBS.Z.Z.01.0.A,Exportación Servicios,A,01,Tarapacá,XBS,Exportaciones de servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Tarapacá, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.01.0.A,Exportaciones de Bienes y Servicios,A,01,Tarapacá,XBSSR,Exportaciones de bienes y servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Antofagasta, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.02.0.A,Exportación Bienes,A,02,Antofagasta,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Antofagasta, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.102.Z.Z.02.0.A,Agropecuario-Silvícola-Pesca,A,02,Antofagasta,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Antofagasta, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.03.Z.Z.02.0.A,Minería,A,02,Antofagasta,03,Minería,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Antofagasta, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.04.Z.Z.02.0.A,Industria,A,02,Antofagasta,04,Industria,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Antofagasta, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBS.Z.Z.02.0.A,Exportación Servicios,A,02,Antofagasta,XBS,Exportaciones de servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Antofagasta, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.02.0.A,Exportaciones de Bienes y Servicios,A,02,Antofagasta,XBSSR,Exportaciones de bienes y servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Atacama, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.03.0.A,Exportación Bienes,A,03,Atacama,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Atacama, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.102.Z.Z.03.0.A,Agropecuario-Silvícola-Pesca,A,03,Atacama,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Atacama, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.03.Z.Z.03.0.A,Minería,A,03,Atacama,03,Minería,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Atacama, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.04.Z.Z.03.0.A,Industria,A,03,Atacama,04,Industria,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Atacama, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBS.Z.Z.03.0.A,Exportación Servicios,A,03,Atacama,XBS,Exportaciones de servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Atacama, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.03.0.A,Exportaciones de Bienes y Servicios,A,03,Atacama,XBSSR,Exportaciones de bienes y servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Coquimbo, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.04.0.A,Exportación Bienes,A,04,Coquimbo,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Coquimbo, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.102.Z.Z.04.0.A,Agropecuario-Silvícola-Pesca,A,04,Coquimbo,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Coquimbo, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.03.Z.Z.04.0.A,Minería,A,04,Coquimbo,03,Minería,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Coquimbo, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.04.Z.Z.04.0.A,Industria,A,04,Coquimbo,04,Industria,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Coquimbo, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBS.Z.Z.04.0.A,Exportación Servicios,A,04,Coquimbo,XBS,Exportaciones de servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Coquimbo, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.04.0.A,Exportaciones de Bienes y Servicios,A,04,Coquimbo,XBSSR,Exportaciones de bienes y servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Valparaíso, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.05.0.A,Exportación Bienes,A,05,Valparaíso,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Valparaíso, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.102.Z.Z.05.0.A,Agropecuario-Silvícola-Pesca,A,05,Valparaíso,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Valparaíso, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.03.Z.Z.05.0.A,Minería,A,05,Valparaíso,03,Minería,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Valparaíso, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.04.Z.Z.05.0.A,Industria,A,05,Valparaíso,04,Industria,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Valparaíso, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBS.Z.Z.05.0.A,Exportación Servicios,A,05,Valparaíso,XBS,Exportaciones de servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Valparaíso, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.05.0.A,Exportaciones de Bienes y Servicios,A,05,Valparaíso,XBSSR,Exportaciones de bienes y servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región Metropolitana de Santiago, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.13.0.A,Exportación Bienes,A,13,Metropolitana de Santiago,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región Metropolitana de Santiago, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.102.Z.Z.13.0.A,Agropecuario-Silvícola-Pesca,A,13,Metropolitana de Santiago,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región Metropolitana de Santiago, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.03.Z.Z.13.0.A,Minería,A,13,Metropolitana de Santiago,03,Minería,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región Metropolitana de Santiago, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.04.Z.Z.13.0.A,Industria,A,13,Metropolitana de Santiago,04,Industria,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región Metropolitana de Santiago, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBS.Z.Z.13.0.A,Exportación Servicios,A,13,Metropolitana de Santiago,XBS,Exportaciones de servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región Metropolitana de Santiago, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.13.0.A,Exportaciones de Bienes y Servicios,A,13,Metropolitana de Santiago,XBSSR,Exportaciones de bienes y servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región del Libertador General Bernardo OHiggins, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.06.0.A,Exportación Bienes,A,06,O'Higgins,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región del Libertador General Bernardo OHiggins, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.102.Z.Z.06.0.A,Agropecuario-Silvícola-Pesca,A,06,O'Higgins,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región del Libertador General Bernardo OHiggins, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.03.Z.Z.06.0.A,Minería,A,06,O'Higgins,03,Minería,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región del Libertador General Bernardo OHiggins, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.04.Z.Z.06.0.A,Industria,A,06,O'Higgins,04,Industria,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región del Libertador General Bernardo OHiggins, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBS.Z.Z.06.0.A,Exportación Servicios,A,06,O'Higgins,XBS,Exportaciones de servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región del Libertador General Bernardo OHiggins, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.06.0.A,Exportaciones de Bienes y Servicios,A,06,O'Higgins,XBSSR,Exportaciones de bienes y servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Maule, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.07.0.A,Exportación Bienes,A,07,Maule,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Maule, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.102.Z.Z.07.0.A,Agropecuario-Silvícola-Pesca,A,07,Maule,102,Agropecuario-silvícola-pesca,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Maule, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.03.Z.Z.07.0.A,Minería,A,07,Maule,03,Minería,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Maule, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.04.Z.Z.07.0.A,Industria,A,07,Maule,04,Industria,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Maule, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBS.Z.Z.07.0.A,Exportación Servicios,A,07,Maule,XBS,Exportaciones de servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Maule, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBSSR.Z.Z.07.0.A,Exportaciones de Bienes y Servicios,A,07,Maule,XBSSR,Exportaciones de bienes y servicios,Exportaciones Regionales,No Especificada
Regionales,"Exportación de bienes y servicios Región de Ñuble, anual, contribución porcentual respecto de igual periodo del año anterior, referencia 2018",F035.XSE.V12.R.Z.2018.XBI.Z.Z.16.0.A,Exportación Bienes,A,16,Ñuble,XBI,Exportaciones de bienes,Exportaciones Regionales,No Especificada
